Place_Name,Address,City,Rating,Total_Rati,Latitude,Longitude,Type,Descriptio
Amphitheater at Memorial Peace Park,"3053 SE US HWY 160, Medicine Lodge",Medicine Lodge,4.6,13,37.271854,-98.5523587,"point_of_interest, establishment","Fun, but bring an umbrella because there is no shade. Easy to get to and a fun weekend."
"Kiowa Historical Society Museum, RSI building","Main St, Kiowa",Kiowa,5.0,1,37.0168484,-98.4868316,"museum, point_of_interest, establishment",Nicely done
Waldron Kansas Cemetery,"525 SW 100 Rd, Waldron",Waldron,5.0,2,37.0054981,-98.1649867,"point_of_interest, establishment","Peaceful, mystical. Came for Tammy Faye and stayed for the air of calm reverence and gratitude."
Rodeo Arena at Memorial Peace Park,"2218 Rodeo Dr, Medicine Lodge",Medicine Lodge,4.9,9,37.267717,-98.5659148,"point_of_interest, establishment",We had a fantastic time at the Buckapalooza during the Peace Treaty weekend. Highly recommended!
Tammy Faye Messner Grave,Waldron,Waldron,0.0,0,37.0063409,-98.1653313,"point_of_interest, establishment",No description available
Barber County Heritage Center,"US-160, Medicine Lodge",Medicine Lodge,4.8,9,37.2763041,-98.5492987,"point_of_interest, establishment",Bingo too
Medicine Lodge Railroad Depot,Medicine Lodge,Medicine Lodge,0.0,0,37.2812878,-98.5883089,"point_of_interest, establishment",No description available
Hot and Cold Water Towers,"101-199 Green St, Pratt",Pratt,3.9,8,37.6517217,-98.7391608,"tourist_attraction, point_of_interest, establishment",Finally made it to these Pratt icons! Every town should have some attraction that draws passersby in.
Stockade Museum,"209 W Fowler Ave, Medicine Lodge",Medicine Lodge,4.6,56,37.2756653,-98.5819331,"travel_agency, museum, store, point_of_interest, establishment","I tried to visit the museum on a Saturday. Although the sign in front and Google maps say that ?¡ts hours of operation start from 10:30am on Saturdays, it was closed the first time I came (11am ""ish"") with a sign saying something in the lines of ""we'll c"
Vernon Filley Art Museum,"421 S Jackson St, Pratt",Pratt,4.7,35,37.642186,-98.7412234,"tourist_attraction, art_gallery, museum, point_of_interest, establishment","Hands down, my favorite place in Pratt. Love the ehibition and there?ÇÖs always some new artwork and wonder to behold. It?ÇÖs a small vibrant museum with a nice selection of local and nationally renowned artists. Architecturally the building has great va"
Achenbach Memorial Park,"Achenbach Memorial Park, Main St, Hardtner",Hardtner,4.5,18,37.0179138,-98.6498183,"park, point_of_interest, establishment",The new disc course is great. The park is well kept and clean. Nice place
Battle of Punished Woman's Fork National Historic Site,"67871, Scott City",Scott City,4.8,73,38.6435538,-100.9279405,"tourist_attraction, point_of_interest, establishment","This was maybe the highlight of our trip. We came to the area for Little Jerusalem and were extremely disappointed due to what we were expecting. Since our expectations were already demolished, this place was such a pleasant surprise. The trails were wel"
Little Pyramids,"Elk, Oakley",Oakley,4.2,18,38.7566683,-100.9486703,"point_of_interest, establishment",These formations look amazing during the golden hour in the morning. The birds nesting on the formations are super active. Great little pull over on the way to the badlands
Western Vista Historic Byway,"P4PJ+7F, Elkader",Elkader,4.0,1,38.735658,-100.8688504,"point_of_interest, establishment",
Sherman County Historical Society,"202 W 13th St, Goodland",Goodland,3.8,4,39.3460972,-101.7134327,"point_of_interest, establishment",My husband and I were traveling through the area and had the good fortune to find the Historical Society open. The gentleman there was extremely knowledgeable and provided us a great tour of the building and the artifacts displayed there. We purchased an
Scott County Veteran Memorial,"415 E 5th St, Scott City",Scott City,5.0,3,38.4821635,-100.9021606,"point_of_interest, establishment",A nice memorial that is well done and touching. Lots of community support shows here.
Butterfield Overland Despatch Trail Marker,Grinnell,Grinnell,5.0,2,38.7890678,-100.7629312,"point_of_interest, establishment","in the 1800s the Monument Rocks served as a landmark on the way to Denver, before roads, so this marker is for the Smokey Hill Trail for gold seekers in wagons on their way to Denver."
El Cuartelejo,Scott City,Scott City,4.5,4,38.6768293,-100.9148925,"point_of_interest, establishment","This is a fascinating bit of history, connected with Native and Spanish interactions in and around Santa Fe, New Mexico, from well before the Revolutionary War. The state park itself also has some really nice hiking/biking/horse trails and lots of campin"
Mingo - Oldest Active Geocache in the World,Colby,Colby,4.9,64,39.277916,-100.9436992,"point_of_interest, establishment","The new plaque was stolen, apparently. Still a neat piece of obscure history. Biked through en route from Fort Collins CO to Oakley KS. A minivan pulled up as we were leaving to continue east... this cache must see dozens of daily visitors!"
Museum of the Great Plains,"401 S 4th St, Leoti",Leoti,4.9,14,38.4827597,-101.3581745,"museum, point_of_interest, establishment","Such a great museum, so many rooms and displays are set up very well. A lot of work went into each area. There's a basement too!"
Cupelo House,"WWQF+M2, Russell Springs",Russell Springs,0.0,0,38.939157,-101.077495,"point_of_interest, establishment",No description available
Monument Rocks,Oakley,Oakley,4.8,310,38.7954826,-100.7641158,"tourist_attraction, point_of_interest, establishment","This place was pretty awesome.

We did a Midwest road trip and was determined to see one 'tourist attraction' in each state we visited.

Going through West Kansas, there wasn't much to choose from.  My husband was watching one of his 'nature shows', and"
Butterfield Trail Museum,"515 Hilts Ave, Russell Springs",Russell Springs,4.7,14,38.9123597,-101.1804207,"museum, point_of_interest, establishment",Excellent collection of history for the area. Gorgeous old courthouse! Well worth the stop!
Fort Wallace Museum,"2655 U.S. Hwy 40, Wallace",Wallace,4.7,262,38.9103451,-101.5828513,"museum, point_of_interest, establishment",This was a great stop for my 1 yo and 3 yo. So much they are allowed to touch and explore. They have dinosaurs and trains and butter churners and play horses to ride. It was so much great stuff to learn and so much fun stuff to explore.
Butterfield Overland Trail Marker,Winona,Winona,2.0,2,38.7995829,-100.8549158,"point_of_interest, establishment",Historic
El Quartelejo Museum,"902 W 5th St, Scott City",Scott City,4.8,67,38.4827857,-100.9182503,"museum, tourist_attraction, art_gallery, point_of_interest, store, establishment","We showed up after hours from a long way away, and the museum members were extremely gracious in keeping their doors open. A tremendous place to learn about Pueblan history that was surprising to find in this part of the country."
Prairie Museum-Art & History,"1905 S Franklin Ave, Colby",Colby,4.7,160,39.3690406,-101.0449853,"museum, tourist_attraction, point_of_interest, establishment","Great expansive museum of collections and preserved local buildings. Not the best stop on i-70 for a quick activity, one could spend 2 hours here easily. The fick fossil museum is better for a quick stop."
"Western Vistas Historic Byway, Kansas","2655 U.S. Hwy 40, Wallace",Wallace,0.0,0,38.9103372,-101.5829642,"tourist_attraction, point_of_interest, establishment",No description available
High Plains Museum,"1717 Cherry Ave, Goodland",Goodland,4.7,29,39.3408935,-101.7054026,"tourist_attraction, museum, local_government_office, point_of_interest, establishment",Well worth the stop!  A lot of Kansas history with very interesting items displayed. The Helicopter was very cool. You can make it turn the blades. Super friendly staff and very knowledgeable.
Fick Fossil & History Museum,"Bertrand Park, 700 W 3rd St, Oakley",Oakley,4.7,221,39.1279519,-100.8616602,"museum, tourist_attraction, point_of_interest, establishment",Really interesting place. Have a number of exhibits on display. There are fossils including a large fossilized fish. There are a number of displays for things like telegraphs military clothing and things of that nature. There's a large fire truck in one
Mary Seaman Ennis House,"202 W 13th St, Goodland",Goodland,0.0,0,39.3460972,-101.7134618,"point_of_interest, establishment",No description available
Kansas Historical Marker and Scenic View of Kansas Bluestem Prairie,"1866, Old Hwy 50, Strong City",Strong City,4.7,33,38.4008116,-96.5030268,"point_of_interest, establishment","Very informative, and a good chance to stretch your legs for a minute. I do believe that there could be more here, though: a trashcan, water spigot, a porta-john, etc. More people would definitely stop there if this were so."
Kaw Mission State Historic Site,"500 North Msn, Council Grove",Council Grove,4.5,61,38.665916,-96.493941,"tourist_attraction, museum, point_of_interest, establishment","We stopped while traveling to stretch our legs on the walking path along the water. This historic site was in front of the parking area for walking. It was an interesting site that we weren't expecting. I don't think it was open that day, and I'm not cer"
Old School House,"10967 Wilmington Rd, Harveyville",Harveyville,5.0,1,38.7448722,-95.9643915,"point_of_interest, establishment",Down the road less traveled now but it has a lot of history about the Santa Fe Trail.
Allegawaho Memorial Heritage Park,"S 525 Rd, Council Grove",Council Grove,4.3,20,38.6257382,-96.4315409,"tourist_attraction, point_of_interest, establishment","I came here on a whim and it really surprised me. The park itself was gorgeous with beautiful tallgrass prairies, old growth forests, and tons of wildflowers. The couple ruins on the site are also interesting. Another thing about this park is that it's c"
William Allen White Historic,"927 Exchange St, Emporia",Emporia,4.9,39,38.4096192,-96.1753485,"museum, tourist_attraction, point_of_interest, establishment",Wonderful tour! Loved all the artifacts that they had on display. Really made the tour kid friendly for our 4th graders!
Teter Rock,"2555 300th, Eureka",Eureka,4.8,173,38.0295627,-96.4235637,"point_of_interest, establishment",Really enjoyed visiting Teeter Rock. The road to it is a long dusty country gravel road but is an enjoyable ride. The pathway up to the top of the hill where the rock is placed is long ( close to a mile) but my small 4x2 truck made it up effortlessly. I
Former Missouri-Kansas-Texas Depot,"512 E Main St, Council Grove",Council Grove,5.0,1,38.6618761,-96.4801873,"point_of_interest, establishment","This the new home for the Council Grove Visitor Center and the have lots of info for the area.
Plus it?ÇÖs inside one of the last MKT railroad depots in Kansas! It is a great depot and I?ÇÖm glad the city has taken it over and a rehab is hopefully coming"
Pioneer Jail,"507 E Main St, Council Grove",Council Grove,4.5,13,38.6618794,-96.4807063,"point_of_interest, establishment","Not much to it but it looks authentic. You can go inside the front ""lobby"" and see inside the two jail cells. Pretty sparse!"
Lyon County History Center,"711 Commercial St, Emporia",Emporia,4.5,49,38.4066724,-96.1803561,"museum, tourist_attraction, point_of_interest, establishment","We visited for the playroom and exhibits.
We were very impressed with the play area: it seems like an enriching place for all ages.  There's a variety of activities, including magnet poetry, Legos, a play garden, shop, and house, and much more.
The exhib"
Native Stone Scenic Byway Historical Marker,Alma,Alma,4.8,19,38.9073333,-96.2799133,"point_of_interest, establishment",Beautiful Kansas. Mind-boggling stone fencing. Rolling hills and winding roads.
Red Rocks State Historic Site,"927 Exchange St, Emporia",Emporia,4.0,25,38.4096136,-96.1753485,"tourist_attraction, museum, point_of_interest, establishment","William Allen White's historic home called Red Rocks is an interesting place steeped in history. It has been restored and they have done a marvelous job in making it appear to be lived in.

I was surprised by the size of the interior; it is much larger t"
Osage County Historical Society,"631 Topeka Ave, Lyndon",Lyndon,4.6,12,38.6096926,-95.6842973,"museum, point_of_interest, establishment","Courteous, helpful, and knowledgeable about the contents there. One time visit is probably not enough time to find all they have that one may want for their research."
DAR Santa Fe Trail Crossing Monument,Council Grove,Council Grove,4.3,4,38.6528785,-96.5768735,"point_of_interest, establishment",There's enough of a pull off for a 26' RV to get in and turn around!  Historic monument that brings attention to what would otherwise be an overlooked spot on the Historic Santa Fe Trail.
Coffey County Historical Museum,"1101 Neosho St, Burlington",Burlington,4.6,41,38.194431,-95.749326,"museum, tourist_attraction, point_of_interest, establishment","Amazing place, was only using their parking lot on this day. It's a big city museum snuggled into a small Midwest town."
Hartford Calaboose,"300 Commercial St, Hartford",Hartford,5.0,2,38.308111,-95.9577755,"point_of_interest, establishment","A small metal calaboose in Hartford, Kansas"
Hermit's Cave,Council Grove,Council Grove,4.0,40,38.6624752,-96.4943197,"tourist_attraction, point_of_interest, establishment",Soooo freaking cool!!! Would have never guessed that it?ÇÖs on a hill!! Seen a fox as well but couldn?ÇÖt get a pic. But definitely worth it to stop!!!
Chase County Historical Society & Museum,"301 Broadway St, Cottonwood Falls",Cottonwood Falls,4.7,24,38.3718966,-96.5418717,"museum, tourist_attraction, point_of_interest, establishment","Great place! The staff is wonderful, helpful and knows so much they can share. Anyone who loves history, antiques, and the like will love it. They have displays of everything from military history, letters, photos, art - you name it. Along with a great d"
Arvonia School House,"32381 S Arvonia Rd, Lebo",Lebo,4.6,10,38.4783058,-95.8708093,"point_of_interest, establishment","Very beautiful structure, excellently preserved throughout the years with a well distinguished plaque out front to commemorate its History."
Spring Hill Ranch House,"CCJR+JV, 2480 KS-177, Strong City",Strong City,4.8,12,38.4343005,-96.5577578,"point_of_interest, establishment","Self guiding, tour requires a good degree of physical activity(stairs) if you're to see the whole house. The original owners put a lot of thought into the design to make it a comfortable home."
Higgin?ÇÖs Ranch,"3855 KS-99, Madison",Madison,5.0,1,38.1681548,-96.1582711,"point_of_interest, establishment",
Kaw Mission State Historic Site,"500 North Msn, Council Grove",Council Grove,4.5,61,38.665916,-96.493941,"tourist_attraction, museum, point_of_interest, establishment","We stopped while traveling to stretch our legs on the walking path along the water. This historic site was in front of the parking area for walking. It was an interesting site that we weren't expecting. I don't think it was open that day, and I'm not cer"
William Allen White Historic,"927 Exchange St, Emporia",Emporia,4.9,39,38.4096192,-96.1753485,"museum, tourist_attraction, point_of_interest, establishment",Wonderful tour! Loved all the artifacts that they had on display. Really made the tour kid friendly for our 4th graders!
Red Rocks State Historic Site,"927 Exchange St, Emporia",Emporia,4.0,25,38.4096136,-96.1753485,"tourist_attraction, museum, point_of_interest, establishment","William Allen White's historic home called Red Rocks is an interesting place steeped in history. It has been restored and they have done a marvelous job in making it appear to be lived in.

I was surprised by the size of the interior; it is much larger t"
Herington Historical Society,"800 Broadway, Herington",Herington,4.3,12,38.6635276,-96.9434822,"tourist_attraction, museum, point_of_interest, establishment","It was a very nice experience, Jolene was super nice, very informative, helpful, and super friendly nice lady"
Kansas Historical Marker and Scenic View of Kansas Bluestem Prairie,"1866, Old Hwy 50, Strong City",Strong City,4.7,33,38.4008116,-96.5030268,"point_of_interest, establishment","Very informative, and a good chance to stretch your legs for a minute. I do believe that there could be more here, though: a trashcan, water spigot, a porta-john, etc. More people would definitely stop there if this were so."
Chase County Historical Society & Museum,"301 Broadway St, Cottonwood Falls",Cottonwood Falls,4.7,24,38.3718966,-96.5418717,"museum, tourist_attraction, point_of_interest, establishment","Great place! The staff is wonderful, helpful and knows so much they can share. Anyone who loves history, antiques, and the like will love it. They have displays of everything from military history, letters, photos, art - you name it. Along with a great d"
Lyon County History Center,"711 Commercial St, Emporia",Emporia,4.5,49,38.4066724,-96.1803561,"museum, tourist_attraction, point_of_interest, establishment","We visited for the playroom and exhibits.
We were very impressed with the play area: it seems like an enriching place for all ages.  There's a variety of activities, including magnet poetry, Legos, a play garden, shop, and house, and much more.
The exhib"
DAR Santa Fe Trail Crossing Monument,Council Grove,Council Grove,4.3,4,38.6528785,-96.5768735,"point_of_interest, establishment",There's enough of a pull off for a 26' RV to get in and turn around!  Historic monument that brings attention to what would otherwise be an overlooked spot on the Historic Santa Fe Trail.
Historic Florence Spring House,"Whitetail Rd, Florence",Florence,5.0,2,38.2656635,-96.9370203,"point_of_interest, establishment","The pump itself is dilapidated and is in desperate need of cosmetic repairs. This is the view from the area, though. Breathtaking!"
Former Missouri-Kansas-Texas Depot,"512 E Main St, Council Grove",Council Grove,5.0,1,38.6618761,-96.4801873,"point_of_interest, establishment","This the new home for the Council Grove Visitor Center and the have lots of info for the area.
Plus it?ÇÖs inside one of the last MKT railroad depots in Kansas! It is a great depot and I?ÇÖm glad the city has taken it over and a rehab is hopefully coming"
Council Oak,"106 E Main St, Council Grove",Council Grove,4.0,5,38.6617658,-96.4846454,"point_of_interest, establishment","The Council Oak is the location where the treaty was signed between the Osage Native Americans and US Commissioners to give passage via the Santa Fe Trail.

The photos that are currently posted aren't really representative of the site. Yes, there is a mo"
Historical Marker,"KS-177 Scenic, Cassoday",Cassoday,4.5,6,38.1193389,-96.5966225,"point_of_interest, establishment",Interesting information about the area
Pioneer Jail,"507 E Main St, Council Grove",Council Grove,4.5,13,38.6618794,-96.4807063,"point_of_interest, establishment","Not much to it but it looks authentic. You can go inside the front ""lobby"" and see inside the two jail cells. Pretty sparse!"
Friar Juan Padilla Monument,Township 1,Township 1,0.0,0,38.6421795,-96.5017437,"point_of_interest, establishment",No description available
City of Marion Historical Museum,"623 E Main St, Marion",Marion,4.3,6,38.3482017,-97.0167117,"museum, point_of_interest, establishment",This museum formerly a church is located at the edge of the wonderful Marion Park this is a definite must stop for everyone visiting Marion
Knute Rockne Memorial,Matfield Green,Matfield Green,0.0,0,38.23591,-96.586703,"tourist_attraction, point_of_interest, establishment",No description available
Amelia Park Bridge,"2304 257th Ter, Lincolnville",Lincolnville,5.0,2,38.4462421,-96.9660795,"point_of_interest, establishment",
Lamont School Historical Marker,"3496 Dd 30 Rd, Madison",Madison,0.0,0,38.113608,-96.026137,"point_of_interest, establishment",No description available
Allegawaho Memorial Heritage Park,"S 525 Rd, Council Grove",Council Grove,4.3,20,38.6257382,-96.4315409,"tourist_attraction, point_of_interest, establishment","I came here on a whim and it really surprised me. The park itself was gorgeous with beautiful tallgrass prairies, old growth forests, and tons of wildflowers. The couple ruins on the site are also interesting. Another thing about this park is that it's c"
Mennonite Centennial Memorial,"100 S Walnut St, Peabody",Peabody,0.0,0,38.16482,-97.106677,"point_of_interest, establishment",No description available
Fort Scott National Historic Site,"199 Old Fort Blvd, Fort Scott",Fort Scott,4.7,979,37.8434508,-94.7042879,"tourist_attraction, park, museum, point_of_interest, establishment","Fun place to take the kids to talk about historical challenges, easy to access, no wait, cute gift shop. We enjoyed it!"
Allen County Historical Society,"20 S Washington Ave, Iola",Iola,4.8,26,37.9215804,-95.4057539,"museum, point_of_interest, establishment",It is an extremely fascinating place to learn the history of Allen County and view different artifacts from past!
Historical Iron Bridge,"250th St, Garland",Garland,4.8,4,37.694469,-94.648896,"point_of_interest, establishment","Iron is the traditional 6th anniversary gift, so a visit to this historic iron bridge was a fun way to celebrate!"
Hudgeon Bridge,"467-443 W 520th Ave, Cherokee",Cherokee,4.7,3,37.3687167,-94.8992637,"point_of_interest, establishment","A lovely hidden piece of engineering artwork. It's still in beautiful condition, and there was no litter in sight. It was incredibly serene and breathtaking to behold."
Northrup House,"315 East St, Iola",Iola,4.6,8,37.9219756,-95.4000976,"point_of_interest, establishment",Good job on painting it Nich Lohman! ?á???ü?á???ì
The Humboldt Thunderbolt,"QH3M+HW, Humboldt",Humboldt,5.0,2,37.753943,-95.415226,"point_of_interest, establishment","A fitting tribute to a local baseball legend, and part of a town's economic revival. This historical landmark is worth a stop if you're on the way, and then worth visiting Walter Johnson's birthplace a few miles north if you're interested."
Crawford County Historical Museum,"651 US-69, Pittsburg",Pittsburg,4.8,81,37.4326655,-94.7135763,"museum, tourist_attraction, point_of_interest, establishment","There are so many different artifacts to see, and there is so much history to read about here. One could easily spend hours here and still manage to overlook something that they'll find on their next visit. Kind of like a hidden picture puzzle. And that"
St Aloysius Church Historic Site,"947 KS-47, Girard",Girard,4.9,27,37.5140976,-94.9888801,"point_of_interest, establishment","It?ÇÖs a well kept historical site of a church building from over 100 years ago. Well preserved with its ?Ç£legend?Ç¥ inscribed on a plaque, free for all to see."
Galena Calaboose,"518 S Main St, Galena",Galena,5.0,2,37.0757895,-94.6393356,"point_of_interest, establishment",Old town jail worth a visit.
Parsons Historical Museum,"401 S 18th St, Parsons",Parsons,4.5,46,37.3373895,-95.2626607,"museum, tourist_attraction, point_of_interest, establishment","This is an awesome place to learn history about Parsons Kansas. staff is awesome and friendly and treat you like family if you need to know something they tell you and explain everything, I recommend everybody to go check it this place is also free to go"
Galena Mining & Historical Museum,"319 W 7th St, Galena",Galena,4.8,131,37.0751409,-94.642048,"tourist_attraction, museum, point_of_interest, establishment","This man is amazing and so knowledgeable
Steve is such a valuable part of this community.

Thank you guys for this museum!
Please come here and help them keep the doors open :)"
Allen County Historical Society,"20 S Washington Ave, Iola",Iola,4.8,26,37.9215804,-95.4057539,"museum, point_of_interest, establishment",It is an extremely fascinating place to learn the history of Allen County and view different artifacts from past!
Humboldt Historical Society,"416 N 2nd St, Humboldt",Humboldt,4.4,14,37.8142285,-95.4453033,"museum, tourist_attraction, point_of_interest, establishment",My only regret is not staying longer! We were unsure how much time we could spend looking around and only planned for about 30 minutes. We could have easily spent hours there digesting all the amazing history of the area. The staff were so welcoming as w
Coffey County Historical Museum,"1101 Neosho St, Burlington",Burlington,4.6,41,38.194431,-95.749326,"museum, tourist_attraction, point_of_interest, establishment","Amazing place, was only using their parking lot on this day. It's a big city museum snuggled into a small Midwest town."
Greenwood County Historical Society,"120 W 4th St, Eureka",Eureka,5.0,2,37.8223962,-96.2951936,"museum, tourist_attraction, point_of_interest, establishment",Family members and I visited  this museum recently for the first time.  We were particularly interested in the Teterville oilfield area where my parents and sister lived.  The three volunteers who stayed late to help us were amazing representatives of bo
The Humboldt Thunderbolt,"QH3M+HW, Humboldt",Humboldt,5.0,2,37.753943,-95.415226,"point_of_interest, establishment","A fitting tribute to a local baseball legend, and part of a town's economic revival. This historical landmark is worth a stop if you're on the way, and then worth visiting Walter Johnson's birthplace a few miles north if you're interested."
Northrup House,"315 East St, Iola",Iola,4.6,8,37.9219756,-95.4000976,"point_of_interest, establishment",Good job on painting it Nich Lohman! ?á???ü?á???ì
Anderson County Historical Society Museum,"US Hwy 59 &, W 6th Ave, Garnett",Garnett,4.3,9,38.2784359,-95.2487028,"museum, point_of_interest, establishment","Came to do some Ancestry search and give them a picture of my grandmother and her original 1913 Garnett High School diploma. The 2 ladies were extremely helpful and even sent me additional information on my greatgrandpas business, a bakery, he worked at"
Arthur Capper Memorial,"508-500 S Cedar St, Garnett",Garnett,4.3,3,38.2798604,-95.2361546,"tourist_attraction, point_of_interest, establishment",
Hartford Calaboose,"300 Commercial St, Hartford",Hartford,5.0,2,38.308111,-95.9577755,"point_of_interest, establishment","A small metal calaboose in Hartford, Kansas"
Santa Fe Depot (Garnett),Garnett,Garnett,4.5,27,38.2765967,-95.2407843,"tourist_attraction, point_of_interest, establishment","It is really great that they kept this place and restored it. It is very nice to see old architecture like this and the old seating used. Moreover, it was very nice to see the caboose, which is something I have not seen since childhood. There is also a w"
Kate Burnett Historical Marker,"RH67+66J, Humboldt",Humboldt,5.0,1,37.8105875,-95.4369844,"point_of_interest, establishment",
Altoona Mill Falls,"227-229 River St, Altoona",Altoona,4.5,37,37.5228121,-95.6651992,"tourist_attraction, point_of_interest, establishment",Used to fish here and explore all the time growing up. You could always find old bricks and sometimes old glass bottles from the mid 20th century if you got lucky.
Largest Town Square in the United States,"Unnamed Road, 20 W Jackson Ave, Iola",Iola,4.8,11,37.9222417,-95.4044406,"museum, point_of_interest, establishment",A large glimpse into smalltown America.
Funston Historical Home,"14 S Washington Ave, Iola",Iola,4.7,3,37.9218055,-95.4058381,"museum, point_of_interest, establishment",Loved the museum and the town. They've done a nice job researching their facts and take pride in what they do.  The signs up and down the streets are nice to Inform you about the buildings or where something use yo be.
Covered Rail Bridge New Albany KS,Fredonia,Fredonia,5.0,4,37.5822417,-95.9561293,"point_of_interest, establishment","This spot is gorgeous. I've only been able to visit this bridge on a cloudy day but it's set up to be stellar for photography. I mean a river, a rail bridge and a road bridge all conjoin in the same spot. Better yet, from the east side you could capture"
Benson Museum,"145 S Wabash Ave, Howard",Howard,5.0,1,37.4681597,-96.2634047,"museum, tourist_attraction, point_of_interest, establishment",
Old Mill Dam,"Mill Dam Rd, Fredonia",Fredonia,4.6,42,37.5146161,-95.8491375,"tourist_attraction, point_of_interest, establishment",Awesome old mill and dam. Very scenic. Road down to Fall River is very rough so parking at top of mill near water plant and walking down is probably a better choice if you don't have 4WD and more importantly high clearance.
Kalida Castle Cave,"964 Osage Rd, Yates Center",Yates Center,4.2,5,37.8595821,-95.7024621,"tourist_attraction, point_of_interest, establishment",It looks neat from the road. But the owners had the gate locked. Bummer
Wilson County Historical Society,"420 N 7th St, Fredonia",Fredonia,0.0,0,37.5343815,-95.8262966,"museum, library, point_of_interest, establishment",No description available
Galesburg Historical Society & Museum,"128 Main St, Galesburg",Galesburg,0.0,0,37.4719153,-95.3554089,"museum, point_of_interest, establishment",No description available
Historic Fort Leavenworth,Atchison,Atchison,3.6,9,39.4322232,-95.086493,"point_of_interest, establishment",The sign is 13 miles from said fort. Where is the historic fort itself? Probably 13 miles behind you. Or maybe it?ÇÖs gone and replaced by the new fort. Don?ÇÖt expect answers from this ?Ç£site.?Ç¥
Atchison County Historical Society,"Santa Fe Depot, 200 S 10th St, Atchison",Atchison,4.6,73,39.5599814,-95.1272359,"museum, point_of_interest, establishment",Excellent history stop in the old depot. Atchison holds a lot of history & it's packed into this place. Great picture ops sitting in the old train engine.  Free will donation so anyone can visit! Several other fun quick stops in this town...highly recomm
Independence Creek: Lewis and Clark historical site,"19918 314th Rd, Atchison",Atchison,4.4,16,39.6205428,-95.098544,"point_of_interest, establishment",This is a fun side trip if you?ÇÖre in the area. No restrooms or anything but neat to see and view Lewis & Clark?ÇÖs 4th of July campsite.
Historic Lecompton,"640 E Woodson Ave, Lecompton",Lecompton,4.7,132,39.0445903,-95.3921085,"museum, tourist_attraction, point_of_interest, establishment",This museum is definitely worth your time for a nostalgic trip to the past. From the beautiful and historic Christmas tree displays to all of the artifacts from the wars and time gone past. This museum is a real gem.
Tonganoxie Historical Society and Museum,"201 W Washington St, Tonganoxie",Tonganoxie,4.9,34,39.1054415,-95.0965412,"museum, tourist_attraction, point_of_interest, establishment",Was so surprised to see a picture of my grandmother! She grew up here on the Korb farm but didn?ÇÖt know they had information about them at the museum!
Leavenworth County Historical,"1128 5th Ave, Leavenworth",Leavenworth,4.6,52,39.3066282,-94.9178134,"museum, tourist_attraction, point_of_interest, establishment","This was an incredible house kept in pristine condition! Amazing attention to detail including pocket doors, transom windows, stained glass, hand-carved woodwork, and very knowledgeable tour guides!"
McLouth Granite Boulder,"246-298 S Granite St, McLouth",McLouth,4.6,14,39.1961296,-95.2060378,"tourist_attraction, point_of_interest, establishment",It was a lot more impressive 20 years ago before all the layers of pavement layers built up.
Historic Ritchie House,"1116 SE Madison St, Topeka",Topeka,4.3,47,39.0427408,-95.6719708,"tourist_attraction, point_of_interest, establishment",Impromptu stop at the Ritchie House and glad we did. It is much less about the actual house and more of the John Ritchie history. Had an hour long lesson from the tour guide with a slideshow providing a deep dive into the many aspects of reform Ritchie a
Monticello Community Historical Society,"23860 W 83rd St, Shawnee",Shawnee,4.3,10,38.97801,-94.862608,"museum, point_of_interest, establishment","Very small place with a focus on only one man who had a connection with Buffalo Bill Cody. It is an old converted fire station,  but there is barely any history about the station. Aside from one saved fire truck that was passed over.

The tour I got was"
Old Prairie Town at Ward-Meade Historic Site and Botanical Garden,"124 NW Fillmore St, Topeka",Topeka,4.6,464,39.0634685,-95.6833076,"tourist_attraction, park, museum, point_of_interest, establishment","What a lovely little place to walk through a touch of history. Being able to get close to architecture from such a long time ago.

I went during a time when they didn't have the buildings open to walk through them. And there was practically no one there."
1889 McInteer Villa,"1301 Kansas Ave, Atchison",Atchison,4.8,192,39.5632838,-95.1334962,"tourist_attraction, point_of_interest, establishment","My Team, Dark Tree Media, did an investigation here and it was great! The place is very well kept, clean and has a great set up. The owner was nice, although the 3pm check in was a little early for our liking. We got some good activity throughout the hou"
Constitution Hall State Historic Site,"319 Elmore St, Lecompton",Lecompton,4.6,107,39.0454091,-95.3947322,"museum, tourist_attraction, point_of_interest, establishment",One of the best tours I've ever had. The period-costumed docent gave an inspiring 15 minute chat about the events that happened in Lecompton and its effect on the 1860 election and the history of the United States. The first floor has some well-designed
Memorial Carillon and Campanile,"Memorial Dr, Lawrence",Lawrence,4.8,77,38.9600418,-95.2469352,"point_of_interest, establishment","Our kids and Our Money BELONG here! Best Decision ever made
go KU ?á????"
Old Jefferson Town,"703 Walnut St, Oskaloosa",Oskaloosa,4.5,10,39.2136142,-95.3095744,"tourist_attraction, museum, point_of_interest, establishment","Worth-the-drive destination.    Adults will love the beautifully-simple landscaping with the native grasses, split-rail fences and the views of prairie, lake and sky.   Kids could play forever in the old town setting.  Jefferson County saved a bunch of h"
Shawnee County Historical Society,"1118 SE Madison St, Topeka",Topeka,4.7,3,39.0426068,-95.6721691,"museum, tourist_attraction, point_of_interest, establishment",Bob did a great job in teaching us. He?ÇÖs very knowledgeable.
Fort Titus,"640 E Woodson Ave, Lecompton",Lecompton,5.0,2,39.044316,-95.3913306,"point_of_interest, establishment",Nice little park detailing the history of the fort.
