state,county,population
 New Mexico,Mora County,4189
 New Mexico,Otero County,67839
 New Mexico,Quay County,8746
 New Mexico,Rio Arriba County,40363
 New Mexico,Roosevelt County,19191
 New Mexico,Sandoval County,148834
 New Mexico,San Juan County,121661
 New Mexico,San Miguel County,27201
 New Mexico,Santa Fe County,154823
 New Mexico,Sierra County,11576
 New Mexico,Socorro County,16595
 New Mexico,Taos County,34489
 New Mexico,Torrance County,15045
 New Mexico,Union County,4079
 New Mexico,Valencia County,76205
 New York,Albany County,314848
 New York,Allegany County,46456
 New York,Bronx County,1472654
 New York,Broome County,198683
 New York,Cattaraugus County,77042
 New York,Cayuga County,76248
 New York,Chautauqua County,127657
 New York,Chemung County,84148
 New York,Chenango County,47220
 New York,Clinton County,79843
 New York,Columbia County,61570
 New York,Cortland County,46809
 New York,Delaware County,44308
 New York,Dutchess County,295911
 New York,Erie County,954236
 New York,Essex County,37381
 New York,Franklin County,47555
 New York,Fulton County,53324
 New York,Genesee County,58388
 New York,Greene County,47931
 New York,Hamilton County,5107
 New York,Herkimer County,60139
 New York,Jefferson County,116721
 New York,Kings County,2736074
 New York,Lewis County,26582
 New York,Livingston County,61834
 New York,Madison County,68016
 New York,Monroe County,759443
 New York,Montgomery County,49532
 New York,Nassau County,1395774
 New York,New York County,1694251
 New York,Niagara County,212666
 New York,Oneida County,232125
 New York,Onondaga County,476516
 New York,Ontario County,112458
 New York,Orange County,401310
 New York,Orleans County,40343
 New York,Oswego County,117525
 New York,Otsego County,58524
 New York,Putnam County,97668
 New York,Queens County,2405464
 New York,Rensselaer County,161130
 New York,Richmond County,495747
 New York,Rockland County,338329
 New York,St. Lawrence County,108505
 New York,Saratoga County,235509
 New York,Schenectady County,158061
 New York,Schoharie County,29714
 New York,Schuyler County,17898
 New York,Seneca County,33814
 New York,Steuben County,93584
 New York,Suffolk County,1525920
 New York,Sullivan County,78624
 New York,Tioga County,48455
 New York,Tompkins County,105740
 New York,Ulster County,181851
 New York,Warren County,65737
 New York,Washington County,61302
 New York,Wayne County,91283
 New York,Westchester County,1004457
 New York,Wyoming County,40531
 New York,Yates County,24774
 North Carolina,Alamance County,171415
 North Carolina,Alexander County,36444
 North Carolina,Alleghany County,10888
 North Carolina,Anson County,22055
 North Carolina,Ashe County,26577
 North Carolina,Avery County,17806
 North Carolina,Beaufort County,44652
 North Carolina,Bertie County,17934
 North Carolina,Bladen County,29606
 North Carolina,Brunswick County,136693
 North Carolina,Buncombe County,269452
 North Carolina,Burke County,87570
 North Carolina,Cabarrus County,225804
 North Carolina,Caldwell County,80652
 North Carolina,Camden County,10355
 North Carolina,Carteret County,67686
 North Carolina,Caswell County,22736
 North Carolina,Catawba County,160610
 North Carolina,Chatham County,76285
 North Carolina,Cherokee County,28774
 North Carolina,Chowan County,13708
 North Carolina,Clay County,11089
 North Carolina,Cleveland County,99519
 North Carolina,Columbus County,50623
 North Carolina,Craven County,100720
 North Carolina,Cumberland County,334728
 North Carolina,Currituck County,28100
 North Carolina,Dare County,36915
 North Carolina,Davidson County,168930
 North Carolina,Davie County,42712
 North Carolina,Duplin County,48715
 North Carolina,Durham County,324833
 North Carolina,Edgecombe County,48900
 North Carolina,Forsyth County,382590
 North Carolina,Franklin County,68573
 North Carolina,Gaston County,227943
 North Carolina,Gates County,10478
 North Carolina,Graham County,8030
 North Carolina,Granville County,60992
 North Carolina,Greene County,20451
 North Carolina,Guilford County,541299
 North Carolina,Halifax County,48622
 North Carolina,Harnett County,133568
 North Carolina,Haywood County,62089
 North Carolina,Henderson County,116281
 North Carolina,Hertford County,21552
 North Carolina,Hoke County,52082
 North Carolina,Hyde County,4589
 North Carolina,Iredell County,186693
 North Carolina,Jackson County,43109
 North Carolina,Johnston County,215999
 North Carolina,Jones County,9172
 North Carolina,Lee County,63285
 North Carolina,Lenoir County,55122
 North Carolina,Lincoln County,86810
 North Carolina,McDowell County,44578
 North Carolina,Macon County,37014
 North Carolina,Madison County,21193
 North Carolina,Martin County,22031
 North Carolina,Mecklenburg County,1115482
 North Carolina,Mitchell County,14903
 North Carolina,Montgomery County,25751
 North Carolina,Moore County,99727
 North Carolina,Nash County,94970
 North Carolina,New Hanover County,225702
 North Carolina,Northampton County,17471
 North Carolina,Onslow County,204576
 North Carolina,Orange County,148696
 North Carolina,Pamlico County,12276
 North Carolina,Pasquotank County,40568
 North Carolina,Pender County,60203
 North Carolina,Perquimans County,13005
 North Carolina,Person County,39097
 North Carolina,Pitt County,170243
 North Carolina,Polk County,19328
 North Carolina,Randolph County,144171
 North Carolina,Richmond County,42946
 North Carolina,Robeson County,116530
 North Carolina,Rockingham County,91096
 North Carolina,Rowan County,146875
 North Carolina,Rutherford County,64444
 North Carolina,Sampson County,59036
 North Carolina,Scotland County,34174
 North Carolina,Stanly County,62504
 North Carolina,Stokes County,44520
 North Carolina,Surry County,71359
 North Carolina,Swain County,14117
 North Carolina,Transylvania County,32986
 North Carolina,Tyrrell County,3245
 North Carolina,Union County,238267
 North Carolina,Vance County,42578
 North Carolina,Wake County,1129410
 North Carolina,Warren County,18642
 North Carolina,Washington County,11003
 North Carolina,Watauga County,54086
 North Carolina,Wayne County,117333
 North Carolina,Wilkes County,65969
 North Carolina,Wilson County,78784
 North Carolina,Yadkin County,37214
 North Carolina,Yancey County,18470
 North Dakota,Adams County,2200
 North Dakota,Barnes County,10853
 North Dakota,Benson County,5964
 North Dakota,Billings County,945
 North Dakota,Bottineau County,6379
 North Dakota,Bowman County,2993
 North Dakota,Burke County,2201
 North Dakota,Burleigh County,98458
 North Dakota,Cass County,184525
 North Dakota,Cavalier County,3704
 North Dakota,Dickey County,4999
 North Dakota,Divide County,2195
 North Dakota,Dunn County,4095
 North Dakota,Eddy County,2347
 North Dakota,Emmons County,3301
 North Dakota,Foster County,3397
 North Dakota,Golden Valley County,1736
 North Dakota,Grand Forks County,73170
 North Dakota,Grant County,2301
 North Dakota,Griggs County,2306
 North Dakota,Hettinger County,2489
 North Dakota,Kidder County,2394
 North Dakota,LaMoure County,4093
 North Dakota,Logan County,1876
 North Dakota,McHenry County,5345
 North Dakota,McIntosh County,2530
 North Dakota,McKenzie County,14704
 North Dakota,McLean County,9771
 North Dakota,Mercer County,8350
 North Dakota,Morton County,33291
 North Dakota,Mountrail County,9809
 North Dakota,Nelson County,3015
 North Dakota,Oliver County,1877
 North Dakota,Pembina County,6844
 North Dakota,Pierce County,3990
 North Dakota,Ramsey County,11605
 North Dakota,Ransom County,5703
 North Dakota,Renville County,2282
 North Dakota,Richland County,16529
 North Dakota,Rolette County,12187
 North Dakota,Sargent County,3862
 North Dakota,Sheridan County,1265
 North Dakota,Sioux County,3898
 North Dakota,Slope County,706
 North Dakota,Stark County,33646
 North Dakota,Steele County,1798
 North Dakota,Stutsman County,21593
 North Dakota,Towner County,2162
 North Dakota,Traill County,7997
 North Dakota,Walsh County,10563
 North Dakota,Ward County,69919
 North Dakota,Wells County,3982
 North Dakota,Williams County,40950
 Ohio,Adams County,27477
 Ohio,Allen County,102206
 Ohio,Ashland County,52447
 Ohio,Ashtabula County,97574
 Ohio,Athens County,62431
 Ohio,Auglaize County,46422
 Ohio,Belmont County,66497
 Ohio,Brown County,43676
 Ohio,Butler County,390357
 Ohio,Carroll County,26721
 Ohio,Champaign County,38714
 Ohio,Clark County,136001
 Ohio,Clermont County,208601
 Ohio,Clinton County,42018
 Ohio,Columbiana County,101877
 Ohio,Coshocton County,36612
 Ohio,Crawford County,42025
 Ohio,Cuyahoga County,1264817
 Ohio,Darke County,51881
 Ohio,Defiance County,38286
 Ohio,Delaware County,214124
 Ohio,Erie County,75622
 Ohio,Fairfield County,158921
 Ohio,Fayette County,28951
 Ohio,Franklin County,1323807
 Ohio,Fulton County,42713
 Ohio,Gallia County,29220
 Ohio,Geauga County,95397
 Ohio,Greene County,167966
 Ohio,Guernsey County,38438
 Ohio,Hamilton County,830639
 Ohio,Hancock County,74920
 Ohio,Hardin County,30696
 Ohio,Harrison County,14483
 Ohio,Henry County,27662
 Ohio,Highland County,43317
 Ohio,Hocking County,28050
 Ohio,Holmes County,44223
 Ohio,Huron County,58565
 Ohio,Jackson County,32653
 Ohio,Jefferson County,65249
 Ohio,Knox County,62721
 Ohio,Lake County,232603
 Ohio,Lawrence County,58240
 Ohio,Licking County,178519
 Ohio,Logan County,46150
 Ohio,Lorain County,312964
 Ohio,Lucas County,431279
 Ohio,Madison County,43824
 Ohio,Mahoning County,228614
 Ohio,Marion County,65359
 Ohio,Medina County,182470
 Ohio,Meigs County,22210
 Ohio,Mercer County,42528
 Ohio,Miami County,108774
 Ohio,Monroe County,13385
 Ohio,Montgomery County,537309
 Ohio,Morgan County,13802
 Ohio,Morrow County,34950
 Ohio,Muskingum County,86410
 Ohio,Noble County,14115
 Ohio,Ottawa County,40364
 Ohio,Paulding County,18806
 Ohio,Perry County,35408
 Ohio,Pickaway County,58539
 Ohio,Pike County,27088
 Ohio,Portage County,161791
 Ohio,Preble County,40999
 Ohio,Putnam County,34451
 Ohio,Richland County,124936
 Ohio,Ross County,77093
 Ohio,Sandusky County,58896
 Ohio,Scioto County,74008
 Ohio,Seneca County,55069
 Ohio,Shelby County,48230
 Ohio,Stark County,374853
 Ohio,Summit County,540428
 Ohio,Trumbull County,201977
 Ohio,Tuscarawas County,93263
 Ohio,Union County,62784
 Ohio,Van Wert County,28931
 Ohio,Vinton County,12800
 Ohio,Warren County,242337
 Ohio,Washington County,59771
 Ohio,Wayne County,116894
 Ohio,Williams County,37102
 Ohio,Wood County,132248
 Ohio,Wyandot County,21900
 Oklahoma,Adair County,19495
 Oklahoma,Alfalfa County,5699
 Oklahoma,Atoka County,14143
 Oklahoma,Beaver County,5049
 Oklahoma,Beckham County,22410
 Oklahoma,Blaine County,8735
 Oklahoma,Bryan County,46067
 Oklahoma,Caddo County,26945
 Oklahoma,Canadian County,154405
 Oklahoma,Carter County,48003
 Oklahoma,Cherokee County,47078
 Oklahoma,Choctaw County,14204
 Oklahoma,Cimarron County,2296
 Oklahoma,Cleveland County,295528
 Oklahoma,Coal County,5266
 Oklahoma,Comanche County,121125
 Oklahoma,Cotton County,5527
 Oklahoma,Craig County,14107
 Oklahoma,Creek County,71754
 Oklahoma,Custer County,28513
 Oklahoma,Delaware County,40397
 Oklahoma,Dewey County,4484
 Oklahoma,Ellis County,3749
 Oklahoma,Garfield County,62846
 Oklahoma,Garvin County,25656
 Oklahoma,Grady County,54795
 Oklahoma,Grant County,4169
 Oklahoma,Greer County,5491
 Oklahoma,Harmon County,2488
 Oklahoma,Harper County,3272
 Oklahoma,Haskell County,11561
 Oklahoma,Hughes County,13367
 Oklahoma,Jackson County,24785
 Oklahoma,Jefferson County,5337
 Oklahoma,Johnston County,10272
 Oklahoma,Kay County,43700
 Oklahoma,Kingfisher County,15184
 Oklahoma,Kiowa County,8509
 Oklahoma,Latimer County,9444
 Oklahoma,Le Flore County,48129
 Oklahoma,Lincoln County,33458
 Oklahoma,Logan County,49555
 Oklahoma,Love County,10146
 Oklahoma,McClain County,41662
 Oklahoma,McCurtain County,30814
 Oklahoma,McIntosh County,18941
 Oklahoma,Major County,7782
 Oklahoma,Marshall County,15312
 Oklahoma,Mayes County,39046
 Oklahoma,Murray County,13904
 Oklahoma,Muskogee County,66339
 Oklahoma,Noble County,10924
 Oklahoma,Nowata County,9320
 Oklahoma,Okfuskee County,11310
 Oklahoma,Oklahoma County,796292
 Oklahoma,Okmulgee County,36706
 Oklahoma,Osage County,45818
 Oklahoma,Ottawa County,30285
 Oklahoma,Pawnee County,15553
 Oklahoma,Payne County,81646
 Oklahoma,Pittsburg County,43773
 Oklahoma,Pontotoc County,38065
 Oklahoma,Pottawatomie County,72454
 Oklahoma,Pushmataha County,10812
 Oklahoma,Roger Mills County,3442
 Oklahoma,Rogers County,95240
 Oklahoma,Seminole County,23556
 Oklahoma,Sequoyah County,39281
 Oklahoma,Stephens County,42848
 Oklahoma,Texas County,21384
 Oklahoma,Tillman County,6968
 Oklahoma,Tulsa County,669279
 Oklahoma,Wagoner County,80981
 Oklahoma,Washington County,52455
 Oklahoma,Washita County,10924
 Oklahoma,Woods County,8624
 Oklahoma,Woodward County,20470
 Oregon,Baker County,16668
 Oregon,Benton County,95184
 Oregon,Clackamas County,421401
 Oregon,Clatsop County,41072
 Oregon,Columbia County,52589
 Oregon,Coos County,64929
 Oregon,Crook County,24738
 Oregon,Curry County,23446
 Oregon,Deschutes County,198253
 Oregon,Douglas County,111201
 Oregon,Gilliam County,1995
 Oregon,Grant County,7233
 Oregon,Harney County,7495
 Oregon,Hood River County,23977
 Oregon,Jackson County,223259
 Oregon,Jefferson County,24502
 Oregon,Josephine County,88090
 Oregon,Klamath County,69413
 Oregon,Lake County,8160
 Oregon,Lane County,382971
 Oregon,Lincoln County,50395
 Oregon,Linn County,128610
 Oregon,Malheur County,31571
 Oregon,Marion County,345920
 Oregon,Morrow County,12186
 Oregon,Multnomah County,815428
 Oregon,Polk County,87433
 Oregon,Sherman County,1870
 Oregon,Tillamook County,27390
 Oregon,Umatilla County,80075
 Oregon,Union County,26196
 Oregon,Wallowa County,7391
 Oregon,Wasco County,26670
 Oregon,Washington County,600372
 Oregon,Wheeler County,1451
 Oregon,Yamhill County,107722
 Pennsylvania,Adams County,103852
 Pennsylvania,Allegheny County,1250578
 Pennsylvania,Armstrong County,65558
 Pennsylvania,Beaver County,168215
 Pennsylvania,Bedford County,47577
 Pennsylvania,Berks County,428849
 Pennsylvania,Blair County,122822
 Pennsylvania,Bradford County,59967
 Pennsylvania,Bucks County,646538
 Pennsylvania,Butler County,193763
 Pennsylvania,Cambria County,133472
 Pennsylvania,Cameron County,4547
 Pennsylvania,Carbon County,64749
 Pennsylvania,Centre County,158172
 Pennsylvania,Chester County,534413
 Pennsylvania,Clarion County,37241
 Pennsylvania,Clearfield County,80562
 Pennsylvania,Clinton County,37450
 Pennsylvania,Columbia County,64727
 Pennsylvania,Crawford County,83938
 Pennsylvania,Cumberland County,259469
 Pennsylvania,Dauphin County,286401
 Pennsylvania,Delaware County,576830
 Pennsylvania,Elk County,30990
 Pennsylvania,Erie County,270876
 Pennsylvania,Fayette County,128804
 Pennsylvania,Forest County,6973
 Pennsylvania,Franklin County,155932
 Pennsylvania,Fulton County,14556
 Pennsylvania,Greene County,35954
 Pennsylvania,Huntingdon County,44092
 Pennsylvania,Indiana County,83246
 Pennsylvania,Jefferson County,44492
 Pennsylvania,Juniata County,23509
 Pennsylvania,Lackawanna County,215896
 Pennsylvania,Lancaster County,552984
 Pennsylvania,Lawrence County,86070
 Pennsylvania,Lebanon County,143257
 Pennsylvania,Lehigh County,374557
 Pennsylvania,Luzerne County,325594
 Pennsylvania,Lycoming County,114188
 Pennsylvania,McKean County,40432
 Pennsylvania,Mercer County,110652
 Pennsylvania,Mifflin County,46143
 Pennsylvania,Monroe County,168327
 Pennsylvania,Montgomery County,856553
 Pennsylvania,Montour County,18136
 Pennsylvania,Northampton County,312951
 Pennsylvania,Northumberland County,91647
 Pennsylvania,Perry County,45842
 Pennsylvania,Philadelphia County,1603797
 Pennsylvania,Pike County,58535
 Pennsylvania,Potter County,16396
 Pennsylvania,Schuylkill County,143049
 Pennsylvania,Snyder County,39736
 Pennsylvania,Somerset County,74129
 Pennsylvania,Sullivan County,5840
 Pennsylvania,Susquehanna County,38434
 Pennsylvania,Tioga County,41045
 Pennsylvania,Union County,42681
 Pennsylvania,Venango County,50454
 Pennsylvania,Warren County,38587
 Pennsylvania,Washington County,209349
 Pennsylvania,Wayne County,51155
 Pennsylvania,Westmoreland County,354663
 Pennsylvania,Wyoming County,26069
 Pennsylvania,York County,456438
 Rhode Island,Bristol County,50793
 Rhode Island,Kent County,170363
 Rhode Island,Newport County,85643
 Rhode Island,Providence County,660741
 Rhode Island,Washington County,129839
 South Carolina,Abbeville County,24295
 South Carolina,Aiken County,168808
 South Carolina,Allendale County,8039
 South Carolina,Anderson County,203718
 South Carolina,Bamberg County,13311
 South Carolina,Barnwell County,20589
 South Carolina,Beaufort County,187117
 South Carolina,Berkeley County,229861
 South Carolina,Calhoun County,14119
 South Carolina,Charleston County,408235
 South Carolina,Cherokee County,56216
 South Carolina,Chester County,32294
 South Carolina,Chesterfield County,43273
 South Carolina,Clarendon County,31144
 South Carolina,Colleton County,38604
 South Carolina,Darlington County,62905
 South Carolina,Dillon County,28292
 South Carolina,Dorchester County,161540
 South Carolina,Edgefield County,25657
 South Carolina,Fairfield County,20948
 South Carolina,Florence County,137059
 South Carolina,Georgetown County,63404
 South Carolina,Greenville County,525534
 South Carolina,Greenwood County,69351
 South Carolina,Hampton County,18561
 South Carolina,Horry County,351029
 South Carolina,Jasper County,28791
 South Carolina,Kershaw County,65403
 South Carolina,Lancaster County,96016
 South Carolina,Laurens County,67539
 South Carolina,Lee County,16531
 South Carolina,Lexington County,293991
 South Carolina,McCormick County,9526
 South Carolina,Marion County,29183
 South Carolina,Marlboro County,26667
 South Carolina,Newberry County,37719
 South Carolina,Oconee County,78607
 South Carolina,Orangeburg County,84223
 South Carolina,Pickens County,131404
 South Carolina,Richland County,416147
 South Carolina,Saluda County,18862
 South Carolina,Spartanburg County,327997
 South Carolina,Sumter County,105556
 South Carolina,Union County,27244
 South Carolina,Williamsburg County,31026
 South Carolina,York County,282090
 South Dakota,Aurora County,2747
 South Dakota,Beadle County,19149
 South Dakota,Bennett County,3381
 South Dakota,Bon Homme County,7003
 South Dakota,Brookings County,34375
 South Dakota,Brown County,38301
 South Dakota,Brule County,5247
 South Dakota,Buffalo County,1948
 South Dakota,Butte County,10243
 South Dakota,Campbell County,1377
 South Dakota,Charles Mix County,9373
 South Dakota,Clark County,3837
 South Dakota,Clay County,14967
 South Dakota,Codington County,28325
 South Dakota,Corson County,3902
 South Dakota,Custer County,8318
 South Dakota,Davison County,19956
 South Dakota,Day County,5449
 South Dakota,Deuel County,4295
 South Dakota,Dewey County,5239
 South Dakota,Douglas County,2835
 South Dakota,Edmunds County,3986
 South Dakota,Fall River County,6973
 South Dakota,Faulk County,2125
 South Dakota,Grant County,7556
 South Dakota,Gregory County,3994
 South Dakota,Haakon County,1872
 South Dakota,Hamlin County,6164
 South Dakota,Hand County,3145
 South Dakota,Hanson County,3461
 South Dakota,Harding County,1311
 South Dakota,Hughes County,17765
 South Dakota,Hutchinson County,7427
 South Dakota,Hyde County,1262
 South Dakota,Jackson County,2806
 South Dakota,Jerauld County,1663
 South Dakota,Jones County,917
 South Dakota,Kingsbury County,5187
 South Dakota,Lake County,11059
 South Dakota,Lawrence County,25768
 South Dakota,Lincoln County,65161
 South Dakota,Lyman County,3718
 South Dakota,McCook County,5682
 South Dakota,McPherson County,2411
 South Dakota,Marshall County,4306
 South Dakota,Meade County,29852
 South Dakota,Mellette County,1918
 South Dakota,Miner County,2298
 South Dakota,Minnehaha County,197214
 South Dakota,Moody County,6336
 South Dakota,Oglala Lakota County,13672
 South Dakota,Pennington County,109222
 South Dakota,Perkins County,2835
 South Dakota,Potter County,2472
 South Dakota,Roberts County,10280
 South Dakota,Sanborn County,2330
 South Dakota,Spink County,6361
 South Dakota,Stanley County,2980
 South Dakota,Sully County,1446
 South Dakota,Todd County,9319
 South Dakota,Tripp County,5624
 South Dakota,Turner County,8673
 South Dakota,Union County,16811
 South Dakota,Walworth County,5315
 South Dakota,Yankton County,23310
 South Dakota,Ziebach County,2413
 Tennessee,Anderson County,77123
 Tennessee,Bedford County,50237
 Tennessee,Benton County,15864
 Tennessee,Bledsoe County,14913
 Tennessee,Blount County,135280
 Tennessee,Bradley County,108620
 Tennessee,Campbell County,39272
 Tennessee,Cannon County,14506
 Tennessee,Carroll County,28440
 Tennessee,Carter County,56356
 Tennessee,Cheatham County,41072
 Tennessee,Chester County,17341
 Tennessee,Claiborne County,32043
 Tennessee,Clay County,7581
 Tennessee,Cocke County,35999
 Tennessee,Coffee County,57889
 Tennessee,Crockett County,13911
 Tennessee,Cumberland County,61145
 Tennessee,Davidson County,715884
 Tennessee,Decatur County,11435
 Tennessee,DeKalb County,20080
 Tennessee,Dickson County,54315
 Tennessee,Dyer County,36801
 Tennessee,Fayette County,41990
 Tennessee,Fentress County,18489
 Tennessee,Franklin County,42774
 Tennessee,Gibson County,50429
 Tennessee,Giles County,30346
 Tennessee,Grainger County,23527
 Tennessee,Greene County,70152
 Tennessee,Grundy County,13529
 Tennessee,Hamblen County,64499
 Tennessee,Hamilton County,366207
 Tennessee,Hancock County,6662
 Tennessee,Hardeman County,25462
 Tennessee,Hardin County,26831
 Tennessee,Hawkins County,56721
 Tennessee,Haywood County,17864
 Tennessee,Henderson County,27842
 Tennessee,Henry County,32199
 Tennessee,Hickman County,24925
 Tennessee,Houston County,8283
 Tennessee,Humphreys County,18990
 Tennessee,Jackson County,11617
 Tennessee,Jefferson County,54683
 Tennessee,Johnson County,17948
 Tennessee,Knox County,478971
 Tennessee,Lake County,7005
 Tennessee,Lauderdale County,25143
 Tennessee,Lawrence County,44159
 Tennessee,Lewis County,12582
 Tennessee,Lincoln County,35319
 Tennessee,Loudon County,54886
 Tennessee,McMinn County,53276
 Tennessee,McNairy County,25866
 Tennessee,Macon County,25216
 Tennessee,Madison County,98823
 Tennessee,Marion County,28837
 Tennessee,Marshall County,34318
 Tennessee,Maury County,100974
 Tennessee,Meigs County,12758
 Tennessee,Monroe County,46250
 Tennessee,Montgomery County,220069
 Tennessee,Moore County,6461
 Tennessee,Morgan County,21035
 Tennessee,Obion County,30787
 Tennessee,Overton County,22511
 Tennessee,Perry County,8366
 Tennessee,Pickett County,5001
 Tennessee,Polk County,17544
 Tennessee,Putnam County,79854
 Tennessee,Rhea County,32870
 Tennessee,Roane County,53404
 Tennessee,Robertson County,72803
 Tennessee,Rutherford County,341486
 Tennessee,Scott County,21850
 Tennessee,Sequatchie County,15826
 Tennessee,Sevier County,98380
 Tennessee,Shelby County,929744
 Tennessee,Smith County,19904
 Tennessee,Stewart County,13657
 Tennessee,Sullivan County,158163
 Tennessee,Sumner County,196281
 Tennessee,Tipton County,60970
 Tennessee,Trousdale County,11615
 Tennessee,Unicoi County,17928
 Tennessee,Union County,19802
 Tennessee,Van Buren County,6168
 Tennessee,Warren County,40953
 Tennessee,Washington County,133001
 Tennessee,Wayne County,16232
 Tennessee,Weakley County,32902
 Tennessee,White County,27351
 Tennessee,Williamson County,247726
 Tennessee,Wilson County,147737
 Texas,Anderson County,57922
 Texas,Andrews County,18610
 Texas,Angelina County,86395
 Texas,Aransas County,23830
 Texas,Archer County,8560
 Texas,Armstrong County,1848
 Texas,Atascosa County,48981
 Texas,Austin County,30167
 Texas,Bailey County,6904
 Texas,Bandera County,20851
 Texas,Bastrop County,97216
 Texas,Baylor County,3465
 Texas,Bee County,31047
 Texas,Bell County,370647
 Texas,Bexar County,2009324
 Texas,Blanco County,11374
 Texas,Borden County,631
 Texas,Bosque County,18235
 Texas,Bowie County,92893
 Texas,Brazoria County,372031
 Texas,Brazos County,233849
 Texas,Brewster County,9546
 Texas,Briscoe County,1435
 Texas,Brooks County,7076
 Texas,Brown County,38095
 Texas,Burleson County,17642
 Texas,Burnet County,49130
 Texas,Caldwell County,45883
 Texas,Calhoun County,20106
 Texas,Callahan County,13708
 Texas,Cameron County,421017
 Texas,Camp County,12464
 Texas,Carson County,5807
 Texas,Cass County,28454
 Texas,Castro County,7371
 Texas,Chambers County,46571
 Texas,Cherokee County,50412
 Texas,Childress County,6664
 Texas,Clay County,10218
 Texas,Cochran County,2547
 Texas,Coke County,3285
 Texas,Coleman County,7684
 Texas,Collin County,1064465
 Texas,Collingsworth County,2652
 Texas,Colorado County,20557
 Texas,Comal County,161501
 Texas,Comanche County,13594
 Texas,Concho County,3303
 Texas,Cooke County,41668
 Texas,Coryell County,83093
 Texas,Cottle County,1380
 Texas,Crane County,4675
 Texas,Crockett County,3098
 Texas,Crosby County,5133
 Texas,Culberson County,2188
 Texas,Dallam County,7115
 Texas,Dallas County,2613539
 Texas,Dawson County,12456
 Texas,Deaf Smith County,18583
 Texas,Delta County,5230
 Texas,Denton County,906422
 Texas,DeWitt County,19824
 Texas,Dickens County,1770
 Texas,Dimmit County,8615
 Texas,Donley County,3258
 Texas,Duval County,9831
 Texas,Eastland County,17725
 Texas,Ector County,165171
 Texas,Edwards County,1422
 Texas,Ellis County,192455
 Texas,El Paso County,865657
 Texas,Erath County,42545
 Texas,Falls County,16968
 Texas,Fannin County,35662
 Texas,Fayette County,24435
 Texas,Fisher County,3672
 Texas,Floyd County,5402
 Texas,Foard County,1095
 Texas,Fort Bend County,822779
 Texas,Franklin County,10359
 Texas,Freestone County,19435
 Texas,Frio County,18385
 Texas,Gaines County,21598
 Texas,Galveston County,350682
 Texas,Garza County,5816
 Texas,Gillespie County,26725
 Texas,Glasscock County,1116
 Texas,Goliad County,7012
 Texas,Gonzales County,19653
 Texas,Gray County,21227
 Texas,Grayson County,135543
 Texas,Gregg County,124239
 Texas,Grimes County,29268
 Texas,Guadalupe County,172706
 Texas,Hale County,32522
 Texas,Hall County,2825
 Texas,Hamilton County,8222
 Texas,Hansford County,5285
 Texas,Hardeman County,3549
 Texas,Hardin County,56231
 Texas,Harris County,4731145
 Texas,Harrison County,68839
 Texas,Hartley County,5382
 Texas,Haskell County,5416
 Texas,Hays County,241067
 Texas,Hemphill County,3382
 Texas,Henderson County,82150
 Texas,Hidalgo County,870781
 Texas,Hill County,35874
 Texas,Hockley County,21537
 Texas,Hood County,61598
 Texas,Hopkins County,36787
 Texas,Houston County,22066
 Texas,Howard County,34860
 Texas,Hudspeth County,3202
 Texas,Hunt County,99956
 Texas,Hutchinson County,20617
 Texas,Irion County,1513
 Texas,Jack County,8472
 Texas,Jackson County,14988
 Texas,Jasper County,32980
 Texas,Jeff Davis County,1996
 Texas,Jefferson County,256526
 Texas,Jim Hogg County,4838
 Texas,Jim Wells County,38891
 Texas,Johnson County,179927
 Texas,Jones County,19663
 Texas,Karnes County,14710
 Texas,Kaufman County,145310
 Texas,Kendall County,44279
 Texas,Kenedy County,350
 Texas,Kent County,753
 Texas,Kerr County,52598
 Texas,Kimble County,4286
 Texas,King County,265
 Texas,Kinney County,3129
 Texas,Kleberg County,31040
 Texas,Knox County,3353
 Texas,Lamar County,50088
 Texas,Lamb County,13045
 Texas,Lampasas County,21627
 Texas,La Salle County,6664
 Texas,Lavaca County,20337
 Texas,Lee County,17478
 Texas,Leon County,15719
 Texas,Liberty County,91628
 Texas,Limestone County,22146
 Texas,Lipscomb County,3059
 Texas,Live Oak County,11335
 Texas,Llano County,21243
 Texas,Loving County,64
 Texas,Lubbock County,310639
 Texas,Lynn County,5596
 Texas,McCulloch County,7630
 Texas,McLennan County,260579
 Texas,McMullen County,600
 Texas,Madison County,13455
 Texas,Marion County,9725
 Texas,Martin County,5237
 Texas,Mason County,3953
 Texas,Matagorda County,36255
 Texas,Maverick County,57887
 Texas,Medina County,50748
 Texas,Menard County,1962
 Texas,Midland County,169983
 Texas,Milam County,24754
 Texas,Mills County,4456
 Texas,Mitchell County,8990
 Texas,Montague County,19965
 Texas,Montgomery County,620443
 Texas,Moore County,21358
 Texas,Morris County,11973
 Texas,Motley County,1063
 Texas,Nacogdoches County,64653
 Texas,Navarro County,52624
 Texas,Newton County,12217
 Texas,Nolan County,14738
 Texas,Nueces County,353178
 Texas,Ochiltree County,10015
 Texas,Oldham County,1758
 Texas,Orange County,84808
 Texas,Palo Pinto County,28409
 Texas,Panola County,22491
 Texas,Parker County,148222
 Texas,Parmer County,9869
 Texas,Pecos County,15193
 Texas,Polk County,50123
 Texas,Potter County,118525
 Texas,Presidio County,6131
 Texas,Rains County,12164
 Texas,Randall County,140753
 Texas,Reagan County,3385
 Texas,Real County,2758
 Texas,Red River County,11587
