name,city,longitude,latitude
Usrey Cemetery,Baxter Springs,-94.75800699,37.078396
Pleasant Valley Sheffield Cemetery,Arcadia,-94.64799299,37.630358
Maple Grove Cemetery,Fort Scott,-94.66759658,37.90778383
Pleasant Ridge Cemetery,Bronson,-95.00403799,37.89952
Fairview Cemetery,Montezuma,-100.415148,37.643078
Baird Cemetery,Attica,-98.25719199,37.279028
Seward Cemetery,Meade,-100.434315,37.191413
Glendale Cemetery,Fort Scott,-94.74140299,37.950707
Huntsville Cemetery,Pleven,-98.334766,38.043009
Zion Cemetery,Fulton,-94.78627599,37.994172
Wild Mead Cemetery,Nickerson,-98.09338999,38.158344
Laurel Cemetery,Haven,-97.83977299,37.926956
Hilltop Cemetery,Raymond,-98.42357899,38.288333
Pleven Cemetery,Pleven,-98.31701299,37.969459
Spring Grove Cemetery,Anthony,-98.05859199,37.150454
Ebenezer Cemetery,Buhler,-97.70671399,38.145246
Rosebank Cemetery,Mulberry,-94.61848799,37.552793
Peace Valley Cemetery,Sterling,-98.28848999,38.15226
Evergreen Cemetery,Fort Scott,-94.71675599,37.794466
Marmaton Cemetery,Redfield,-94.83194299,37.820324
Davis Cemetery,Pittsburg,-94.61781009,37.35253872
Hoosier Cemetery,Kingman,-98.171176,37.667516
Ensign Cemetery,Ensign,-100.2341901,37.6276122
Lutheran Cemetery #17, ,-97.07307549,38.90115794
Bethel Cemetery, ,-97.11052651,39.00234276
Belle Spring Cemetery, ,-97.14836174,38.79091897
Biehler Gravesite, ,-97.0260762,38.63092584
Banner Cemetery, ,-97.2348379,38.68232446
Ashton Cemetery, ,-97.13175691,38.68143825
Alida-Upland Cemetery, ,-96.9726045,39.07507138
Abilene Cemetery, ,-97.22197363,38.93162892
Vine Creek Cemetery, ,-97.41801909,39.11928816
Twin Hills Cemetery, ,-97.90175961,39.08905961
Saint Paul Cemetery,Delphos,-97.7517715,39.26746925
Price Cemetery,Tescott,-97.91452468,39.03106383
Crown Point Cemetery,Culver,-97.68553975,38.96137325
Baldwin Cemetery, ,-97.91128856,39.20687513
West Asher Cemetery,Beloit,-97.96617476,39.48148685
Walnut Creek Cemetery,Glen Elder,-98.36267679,39.45202511
Simpson Cemetery,Simpson,-97.94727376,39.36341659
Shiloh Cemetery,Beloit,-98.05961177,39.3574643
Scottsville Cemetery,Scottsville,-97.94654666,39.5467716
Saltville Cemetery,Beloit,-98.1083353,39.2694792
St. Peter and Paul Cemetery,Cawker City,-98.42821299,39.52479673
Saint Johns Cemetery,Beloit,-98.10224169,39.46695729
Saint bonfire Cemetery,Tipton,-98.46686275,39.33490043
Round Springs Cemetery,Beloit,-98.25587721,39.24849717
Rose Valley Cemetery,Hunter,-98.35811853,39.3329227
Prarie Grove,Cawker city,-98.42552969,39.52479974
Pleasent Veiw Cemetery,Beloit,-98.1520176,39.33612164
Pleasent Valley Cemetery,Beloit,-98.1719872,39.45559278
New Hope Cemetery,Beloit,-98.08776197,39.35029833
Naomi Cemetery,Glen Elder,-98.35883568,39.41564523
McBride Cemetery,Beloit,-97.99097817,39.48087925
Hopewell Cemetery,Beloit,-98.20963514,39.37997984
Honey Creek Cemetery,Solomon Rapids,-98.25185192,39.43277632
High Prairie Cemetery,Glen Elder,-98.31094797,39.39378769
Greenwood Union Cemetery,Hunter,-98.39763591,39.24166573
Green Mound Cemetery,Beloit,-97.98595746,39.32001042
Glenwood Cemetery,Glen Elder,-98.28233924,39.50513914
Glendale Cemetery,Glen Elder,-98.18129531,39.55389754
South Fairveiw Cemetery,Glen Elder,-98.30645358,39.4665782
Brown's Creek Cemetery,Glen Elder,-98.246242,39.53948923
Excelsior Union Cemetery,Glen Elder,-98.35796957,39.39694365
Elmwood Cemetery,Beloit,-98.10240483,39.47058223
Elmira Cemetery,Hunter,-98.24224057,39.34954865
Coursen Grove Cemetery,Simpson,-97.97686845,39.30590193
Bell-Bogardus Cemetery,Beloit,-97.99074031,39.42335079
Asherville Cemetery,Beloit,-97.96671865,39.41984835
Brookville Cemetery,Brookville,-97.85613525,38.78254782
Highland Cemetery,New Cambria,-97.52048104,38.90999281
Shiloh Cemetery,Salina,-97.68706754,38.88568448
Roselawn Memorial Park,Salina,-97.57820538,38.82558574
Gypsum Hill Cemetery,Salina,-97.57668065,38.83822347
All Saints Catholic Cemetery,Salina,-97.54611678,38.82887581
Highland Cemetery,Minneapolis,-97.68933265,39.11731116
Greenville Cemetery,Niles,-97.4645952,38.97951374
Culve Union Cemetery,Tescott,-97.82274552,39.00142017
Franklin Cemetery,Tescott,-97.87331525,38.98388761
Pleasent Hill Cemetery,Miltonvale,-97.58369077,39.20486103
Fair Veiw cemetery,Ada,-97.87362167,39.16087098
Mount Liberty Cemetery,Oak Hill,-97.43559091,39.24918853
Bohemain National Cemetery,Ada,-97.90540757,39.21936708
Fairveiw Sherman Cemetery,Lamar,-97.53025603,39.29231787
Bennington Cemetery,Bennington,-97.59386904,39.03796018
Hall Cemetery,Delphos,-97.63048514,39.24055997
Delphos Cemetery,Delphos,-97.743774,39.27632367
Olive Hills Cemetery,Burr Oak,-98.15684605,39.95180396
Shaffer Cemetery,Burr Oak,-98.21201211,39.95132616
Montana Cemetery,Mankato,-98.10798996,39.91486595
East Buffalo Cemetery,Jewell,-98.13446992,39.74137338
Fairveiw Cemetery,Jewell,-98.17366315,39.59589459
Star Cemetery,Jewell,-98.137651,39.58813855
Union Cemetery,Jewell,-98.21281099,39.64080613
McGehee Cemetery,Mankato,-98.25017139,39.70523526
Lutheran Cemetery, ,-98.19401305,39.78056083
St. Teresa Cemetery,Mankato,-98.22407284,39.78890103
Mount Hope Cemetery,Mankato,-98.23051537,39.78315207
Lutheran Cemetery,Mankato,-98.26924621,39.78503407
Zion Cemetery,Mankato,-98.39162776,39.76704809
St. Elizabeth Cemetery,Esbon,-98.43522033,39.78410972
Salem Cemetery,Esbon,-98.500515,39.875246
Prairie Home Cemetery,Esbon,-98.46648113,39.82818174
Oak Creek Cemetery,Burr Oak,-98.39230067,39.90144087
Providence Cemetery,Esbon,-98.40104752,39.88661292
Baker Cemetery,Burr Oak,-98.36186899,39.857835
Wallace Cemetery,Jewell,-98.10479603,39.66716773
Jewell Cemetery,Jewell,-98.1677714,39.66984377
Ellsworth Memorial Cemetery, ,-98.21742476,38.73339627
Saron Lutheran Cemetery, ,-97.65142717,39.63850176
Cedar Grove Cemetery,Clyde,-97.40559074,39.5494411
St. Joseph Cemetery, ,-97.40529864,39.50893432
Murdock Cemetery, ,-97.64161297,39.63800134
Gotland Cemetery, ,-97.61251693,39.60922103
Dutton Family Cemetery, ,-97.74345056,39.64236554
Glasco Cemetery, ,-97.82595503,39.35667113
French Presbyterian Cemetery, ,-97.4158318,39.48177882
Miltonvale Cemetery,Miltonvale,-97.44655642,39.33647369
West Summit Cemetery,Jamestown,-97.83145746,39.55294005
Fairview Cemetery, ,-97.77257423,39.58875723
Enterprise Cemetary, ,-97.61081129,39.42319137
Hall Cemetery, ,-97.70337304,39.44545128
Smith Grave,Miltonvale,-97.43233572,39.36416431
West Branch Cemetery,Concordia,-97.7459599,39.53928851
Oakland Union Cemetery,Miltonvale,-97.58208121,39.36392905
Pleasant View Cemetery,Ames,-97.44296294,39.53451154
Saint Peters Catholic Cemetery,Aurora,-97.518317,39.47594124
Sulphur Springs Cemetery,Aurora,-97.4991083,39.40875422
Sibley Cemetery,Concordia,-97.69086091,39.6092755
Nelson Cemetery,Rice,-97.54139856,39.52561866
Phelps Cemetery, ,-97.48077994,39.34173249
Green Mound Cemetery, ,-97.50771104,39.52444514
Walnut Grove Cemetery, ,-97.49939747,39.56965234
Saint Peters Meredith Cemetery,Miltonvale,-97.64862327,39.36540086
Rice Cemetery, ,-97.55562319,39.56155404
Bethel Cemetery, ,-97.69986583,39.35335051
St. Mary's Catholic Cemetery, ,-97.82454295,39.3567839
Jamestown Cemetery,Jamestown,-97.88532002,39.59632622
Saint Mary's Catholic Cemetery,Jamestown,-97.88403988,39.59630462
Hollis Cemetery, ,-97.5364515,39.63822574
Mount Hope Cemetery,Clyde,-97.41210668,39.59672972
Mount Calvary Catholic Cemetery,Clyde,-97.41448588,39.59169932
Kindel Cemetery,Concordia,-97.64692057,39.4517978
Colfax Cemetery, ,-97.44311139,39.43741097
Wilcox Cemetery, ,-97.73167869,39.49229563
Princeville Cemetery,Aurora,-97.50141721,39.46695236
Pleasant Hill Cemetery,Huscher,-97.62955535,39.50943341
Danish Lutheran Cemetery, ,-97.81056655,39.65318917
Pleasant Hill Cemetery,Concordia,-97.66473507,39.55771699
Morrison Cemetery, ,-97.79728069,39.48196122
Saint Concordia Cemetery,Concordia,-97.6494573,39.55851599
Highland Methodist Cemetery, ,-97.86280192,39.48055332
Saron Baptist Cemetery, ,-97.83849636,39.63172328
Summit 3 Cemetery, ,-97.91961204,39.52539454
Brethren Cemetery,Green,-97.03457703,39.48080304
Rosevelt Broughton Cemetery,Clay Center,-97.05418099,39.33098
Idylwyld Mormon Cemetery,Clay Center,-97.07159339,39.5094038
Switzers Gap Cemetery,Formoso,-98.02597399,39.842119
Pleasant Plains Cemetery,Lebanon,-98.54258099,39.879294
Woodlawn Cemetery,Gypsum,-97.35307499,38.65101
Meade Cemetery,Smith Center,-98.88388199,39.868137
WaKeeney City Cemetery,WaKeeney,-99.87373299,39.016215
Corinth Cemetery,Downs,-98.52715599,39.444111
Maple Hill Cemetery,Kansas City,-94.66554199,39.057447
Union Cemetery,Abilene,-97.18611299,39.024405
Swartwood Cemetery,Longford,-97.342735,39.132529
Calvary Cemetery,Wichita,-97.29532199,37.67807
Newburn Cemetery,Abilene,-97.24330239,38.8134403
Union Cemetery,Shawnee,-94.86203299,38.992007
Liberty Township Cemetery,Nashville,-98.42847499,37.428111
Saint Bridget Cemetery,Scammon,-94.80652399,37.280645
Memorial Park Cemetery,Hutchinson,-98.02199899,38.053623
Pence Cemetery,Baxter Springs,-94.69366999,37.013341
Crandall Cemetery,Ness City,-99.63961399,38.334433
Riverside Cemetery,Ness City,-99.77734499,38.304738
Saint Johns Lutheran Cemetery,Herington,-96.99958348,38.69550711
Chenoworth Cemetery,Ness City,-99.87543599,38.421145
Saint Peters Cemetery,Wichita,-97.47123914,37.62466145
Page Cemetery,Page City,-101.183788,39.084218
Butler Cemetery,Alton,-98.84934299,39.540054
Hope Cemetery,Hope,-97.07013449,38.69254817
Greenwood Cemetery,Leavenworth,-94.93885299,39.288056
Pleasant Plains Cemetery,Alton,-99.03739599,39.336426
Bethel Cemetery,Easton,-95.07784969,39.28482979
Bazine Cemetery,Bazine,-99.69604899,38.473747
Ivanhoe Cemetery,Sublette,-100.871133,37.641581
Saint Patricks Church Cemetery,Kansas City,-94.7981437,39.11550263
Park Cemetery,Valley Center,-97.31837099,37.871296
Fairview Cemetery,Ness City,-99.87290199,38.435016
North Branch Friends Cemetery,Esbon,-98.37100245,39.97263057
Ebenezer Cemetery,Green,-96.99761421,39.3867571
Gilbert Cemetery,Clay Center,-97.06267132,39.28532855
Goshen Central Cemetery,Clay Center,-97.01592867,39.50994289
Athelstane Cemetery,Longford,-97.17532284,39.17741967
Greenwood Cemetery,Clay Center,-97.12444299,39.397182
City of Green Cemetery,Green,-96.98851319,39.42395787
Lincoln Cemetery,Morganville,-97.29348071,39.42295532
Lady Smith Pleasant Ridge Cemetery,Clay Center,-97.18482437,39.27878578
Riverdale Cemetery,Clifton,-97.29327417,39.51078274
Rose Maron Cemetery,Oak Hill,-97.33433268,39.21988084
Swedish Pleasant Hill Cemetery,Clay Center,-97.12632892,39.47430051
Madura Cemetery,Wakefield,-97.01202741,39.1843066
Fancy Creek Cemetery,Green,-96.99661446,39.46671725
Hays Cemetery,Clay Center,-97.080705,39.45166192
Morganville City Cemetery,Morganville,-97.1821132,39.47316294
Appleton Cemetery,Green,-96.99751304,39.52520181
Bloom Township Cemetery,Morganville,-97.27787103,39.4518971
City of Wakefield Cemetery,Wakefield,-97.01221864,39.21894322
Garfield Cemetery,Clay Center,-97.12716877,39.52448907
Gatesville Cemetery,Grant,-97.01723135,39.28151436
Hebron Cemetery,Clay Center,-97.25882986,39.32174616
Mizpath Cemetery,Clay Center,-97.12448199,39.395241
Republic City Cemetery,Clay Center,-97.16369347,39.34325152
Shields Cemetery,Clay Center,-97.35078292,39.32044867
Swedsburg Cemetery,Clay Center,-97.14696302,39.49128959
Highland Cemetery,Wakefield,-96.98063218,39.21801058
Norwegion Luthern Cemetery,Morganville,-97.18238276,39.50276885
Pleasant Valley Cemetery,Clay Center,-97.28874574,39.2471554
Sherman Cemetery,Morganville,-97.22490729,39.5320021
Smith Cemetery,Beloit,-98.00992971,39.45151561
Calvery Cemetery,Brookville,-97.85426633,38.77379749
Chapel Hill Cemetery,Gypsum,-97.41084262,38.63864358
Donmeyer Cemetery,New Cambria,-97.48617039,38.87043631
Dry Creek Cemetery,Falun,-97.81473207,38.64093188
Falun Cemetery,Falun,-97.74016309,38.66802633
Gypsum Cemetery,Gypsum,-97.44532424,38.69199913
Poheta Cemetery,Solomon,-97.39926283,38.79841741
St. Patrick Cemetery,Gypsum,-97.43649132,38.66747385
Rosehill Cemetery,Lindsborg,-97.65057293,38.63072091
Saline Valley Cemetery,Salina,-97.60786845,38.91599816
Smoky Hill Cemetery,Lindsborg,-97.70215661,38.60962973
Smolan Cemetery,Lindsborg,-97.6863365,38.74691205
Summit Cemetery,Brookville,-97.88891195,38.67418944
Walnut Hill Cemetery,Tescott,-97.71449716,38.93571466
Salemsborg Cemetery,Lindsborg,-97.68491765,38.69587117
Clear Creek Cemetery, ,-98.10875337,38.78397317
Kanopolis Cemetery, ,-98.1293627,38.7115396
Lorraine Baptist Cemetery, ,-98.33198744,38.56594141
Buckeye Cemetery, ,-98.11029268,38.65223911
Carneiro Cemetery, ,-98.03531398,38.7286058
Ellsworth Cemetery, ,-98.24260142,38.72664789
Bickerdyke Cemetery, ,-98.24362163,38.71132319
Fairview Cemetery, ,-98.29129211,38.84254619
Pleasant Valley Cemetery, ,-98.37415354,38.84909456
Scates Cemetery, ,-98.10082519,38.62194716
Henry Family Cemetery, ,-98.33894513,38.62300964
Lorraine Cemetery, ,-98.33048058,38.55051856
Langley Cemetery, ,-97.96534004,38.55104263
Mulberry Cemetery, ,-97.95049912,38.87035865
Palacky Cemetery, ,-98.46254504,38.66331736
St. Pauls Lutheran Cemetery, ,-98.26204837,38.82055203
Excelsior Lutheran Cemetery, ,-98.33841689,38.84121575
St. Pauls United Church of Christ Cemetery, ,-98.40682431,38.58389818
St. Peters Lutheran Cemetery, ,-98.38853376,38.58117431
Wilson Cemetery, ,-98.46627755,38.81964831
Wilson Union Cemetery, ,-98.45791986,38.81235036
St. Wenceslaus Catholic Cemetery, ,-98.46625714,38.81834823
Glenwood Cemetery,Basehor,-94.94527199,39.10831
Resurrection Cemetery,Wichita,-97.46109999,37.71314
Delaware Cemetery,Linwood,-95.09233099,38.966861
Starns Family Cemetery,Leavenworth,-94.94581299,39.241108
Congregational Cemetery,Linwood,-95.03747699,39.001058
Delaware Cemetery,Leavenworth,-94.87764299,39.24887899
Maupin Family Cemetery,Lenexa,-94.79983499,38.96203
Saint Joseph Cemetery,Bel Aire,-97.25249999,37.769
Branson Cemetery,Derby,-97.20723899,37.607139
Greenwich Cemetery,Wichita,-97.22675499,37.751937
Mapleton Cemetery,Fort Scott,-94.87919361,38.02197003
Cleveland Cemetery,Kingman,-98.15290899,37.553327
Greenwood Cemetery,Murdock,-97.98946442,37.56068005
Osaga Cemetery,Fulton,-94.73146399,38.008007
Gandy Cemetery,Riverton,-94.69200299,37.066973
Saint Lawrence Cemetery,Easton,-95.13363099,39.344588
Odessa Cemetery,Lebanon,-98.4954099,39.71205923
Bloomington Cemetery,Osborne,-98.81205199,39.467489
Vincent Cemetery,Naomi,-98.72298699,39.191977
Harrington Cemetery,Clearwater,-97.58754899,37.490018
Custer Cemetery,Gaylord,-98.654514,39.735011
Fairview Cemetery,Sharon Springs,-101.868218,39.126408
Resurrection Catholic Cemetery,Lenexa,-94.72600599,38.976827
Noel Cemetery,Clearwater,-97.424012,37.486926
Afton Cemetery,Goddard,-97.60634342,37.63400037
Forest Grove Cemetery,Little River,-98.01745999,38.507042
Galena Cemetery,Galena,-94.64863399,37.075801
Mount Vernon Cemetery,Cheney,-97.81613699,37.704397
New Pleasant View Cemetery,Scammon,-94.72444799,37.251751
Christ the King Cemetery,Dodge City,-100.005866,37.64964807
West Cedar Cemetery,Agra,-99.11391921,39.81449897
Lucas Cemetery,Lucas,-98.53132757,39.06482754
Hobart Cemetery,Stockton,-99.36194564,39.38431338
Ash Rock Cemetery,Woodston,-99.08279427,39.52439911
Belle Prairie Cemetery,Alexander,-99.54863401,38.45851059
Holy Cross Cemetery,Pfeifer,-99.17110299,38.710689
Locust Hill Cemetery,Rush Center,-99.31798419,38.47135608
Riverview Cemetery,Bonner Springs,-94.89195899,39.04313
Restlawn Garden of Memory Cemetery,Newton,-97.40652899,38.027501
Attica Cemetery,Attica,-98.24594999,37.23847999
Abbyville Cemetery,Abbyville,-98.19791999,37.975784
Cherokee Cemetery,Cherokee,-94.82964699,37.36042
Church of God of the First Born Cemetery,Halstead,-97.42667099,38.094069
Lyons Municipal Cemetery,Lyons,-98.20313476,38.36041917
Myers Cemetery,Beulah,-94.88875799,37.446166
Twelvemile Cemetery,Gaylord,-98.63530599,39.629262
St. Anna Cemetery,Walker,-99.07765499,38.872321
Concord Cemetery,Dodge City,-100.116163,37.59114275
Hope Cemetery,Nekoma,-99.38325471,38.37840533
Sodville Cemetery,Ford,-99.75116099,37.526342
Green Mound Cemetery,Palco,-99.51205369,39.27887546
Saint Aloysius Cemetery,Osborne,-98.69050199,39.453215
Roll Cemetery,Peck,-97.37399499,37.520603
Shawnee Methodist Mission Cemetery,Fairway,-94.62180599,39.030829
Viola Cemetery,Viola,-97.64230439,37.48640226
Ebenezer Baptist Cemetery,Abilene,-97.17011469,38.76604192
Valley Center Cemetery,Valley Center,-97.37107735,37.85923028
Vineman Cemetery,Long Island,-99.61345719,39.95852854
St. Joseph Cemetery,Offerle,-99.60475299,37.89699
St. Anthony Cemetery,Schoenchen,-99.33522167,38.71195736
St. Severin Cemetery,Hays,-99.25997069,39.02305987
Bloom Cemetery,Minneola,-99.89695418,37.49287755
Pleasant Valley Cemetery,Bucklin,-99.63459245,37.688099
Seventh Day Adventist Cemetery,Otis,-99.1261868,38.52267466
Norman Cemetery,Plainville,-99.15805472,39.10403313
Milberger Cemetery,Russell,-98.91277199,38.708413
Bucklin Cemetery,Bucklin,-99.64496381,37.54274805
Plainville Cemetery,Plainville,-99.28888248,39.22579814
St. Catharina Cemetery,Catherine,-99.219266,38.923345
St. Michaels Cemetery,Dodge City,-100.102393,37.94213804
Survey Cemetery,Woodstown,-99.13443473,39.372585
Pleasant Hill Cemetery,Smith Center,-98.91785699,39.951124
Leasburg Cemetery,Gaylord,-98.97330999,39.58192
Saint Mark Cemetery,Colwich,-97.56334614,37.73836474
Union Cemetery,Collyer,-100.112387,39.030127
Highland Cemetery,Esbon,-98.43012999,39.966329
College Hill Cemetery,Hope,-97.20576799,38.609723
Albert Cemetery,Albert,-99.034197,38.421302
Marvin Cemetery,Glade,-99.32410275,39.67985874
St. Fidelis Cemetery,Victoria,-99.14991699,38.864654
St. Josephs and Highland Cemetery,Ashland,-99.7487955,37.19973783
Hyacinth Cemetery,Buckeye,-99.38984899,39.002854
Hyde Park Cemetery,Bunker Hill,-98.66989783,38.78466168
Prairie View Cemetery,Prairie View,-99.58081764,39.82991287
St. Johns Cemetery,Spearville,-99.75413465,37.840881
Rosebank Cemetery,Ramona,-97.07834287,38.62416024
Pleasant View Cemetery,Athol,-98.89915799,39.785504
Fuller Cemetery,Gardner,-94.88982499,38.775021
De Soto Cemetery,De Soto,-94.98870399,38.970046
First Baptist Cemetery,Hope,-97.16771038,38.65439463
Family Cemetery,Olathe,-94.723611,38.876944
Garrett Cemetery,Gaylord,-98.72838299,39.58739
Restlawn Cemetery,Liberal,-100.920703,37.111617
Pleasant Hill Cemetery,Enterprise,-97.07554959,38.8885257
Pleasant Valley Cemetery,Harper,-97.96690499,37.289754
Partridge Cemetery,Partridge,-98.08637437,37.96299313
Lone Star Cemetery,Pretty Prairie,-97.98255499,37.807513
Duquoin Cemetery,Harper,-98.11239881,37.37564838
Mount Ayr Cemetery,Alton,-98.97185999,39.376116
Kickapoo Memorial Cemetery,Leavenworth,-94.96524199,39.398609
Fairview Cemetery,Downs,-98.71992199,39.539083
Antioch Cemetery,Merriam,-94.68685699,38.99393
Sacred Heart Cemetery,Ness City,-99.90079399,38.443689
Tonganoxie Cemetery,Tonganoxie,-95.10874721,39.10906033
Wirtonia Cemetery,Columbus,-94.70007099,37.188049
Hillside Cemetery,Sedgwick,-97.41004099,37.91306699
Lutheran Cemetery,Hepler,-94.97019899,37.616829
Mount Orum Cemetery,Redfield,-94.89742188,37.81370882
Rest haven Cemetery,Wichita,-97.47754699,37.666681
Highland Cemetery,Minneapolis,-97.68930999,39.116211
Gardner Cemetery,Gardner,-94.93724899,38.804744
Kickapoo Sacred Heart Cemetery,Fort Leavenworth,-94.97055241,39.39839668
Corinth Cemetery,Prairie Village,-94.62647299,38.978324
Alanthus Cemetery,Utica,-100.282491,38.772975
Griffith Cemetery,Kansas City,-94.73664661,39.1418872
Lenexa Cemetery,Lenexa,-94.74189999,38.9679
Reformed Cemetery,Downs,-98.48861699,39.595947
Zion Norwegian Cemetery,Oakley,-100.796097,39.046965
Holy Angels Cemetery,Tonganoxie,-94.99552199,39.146113
Lakeview Gardens Cemetery,Wichita,-97.19620799,37.710935
Good Hope Cemetery,Chapman,-96.999726,39.038863
Temple Emanuel Cemetery,Wichita,-97.30096543,37.70117934
Cheyenne Cemetery,Osborne,-98.64113299,39.177018
Smith Cemetery,Olathe,-94.85300899,38.93422
Union Center Cemetery,Fort Scott,-94.64051499,37.86865
Hebron Cemetery,Buhler,-97.68854325,38.1435364
Stevenson Cemetery,Mapleton,-94.985228,38.021131
Beeler Cemetery,Beeler,-100.196987,38.450068
Calvary Cemetery,Garden Plain,-97.68491099,37.652789
Wesleyan Cemetery,Clay Center,-97.25724499,39.226838
Immaculate Conception Cemetery,Grinnell,-100.631825,39.128014
Bethany Center Cemetery,Portis,-98.63813799,39.494769
Lenape Cemetery,Linwood,-94.960823,39.007904
Fort Wallace Cemetery,Wallace,-101.559503,38.904955
Grinter Cemetery,Kansas City,-94.76220867,39.07976166
Keystone Cemetery,Healy,-100.868758,38.743903
Hillcrest Cemetery,Galena,-94.66244999,37.076173
Whitewater Cemetery,Whitewater,-97.17033473,37.95524941
Mount Vernon Cemetery,Stockton,-99.4146237,39.46644259
Michaels Cemetery,Russell,-98.81955572,38.71143717
Fort Cemetery,Hays,-99.3542144,38.86769183
Cordial Cemetery,McCracken,-99.42955299,38.66918
Old Stockton Cemetery,Stockton,-99.30521083,39.45860184
Matteson Cemetery,Agra,-99.16145146,39.88637792
Abbey Cemetery,Alexander,-99.49958622,38.46593395
Hillsdale Cemetery,Phillipsburg,-99.2100119,39.73106274
Kensington Gardens Memorial Centre,Wichita,-97.20249234,37.72480586
Saint Johns Cemetery,Atchison,-95.13898299,39.404349
Shiloh Cemetery,Plainville,-99.14179821,39.2346787
St. Boniface Cemetery,Victoria,-99.11481799,38.774456
Winterset Cemetery,Gorham,-99.0311121,38.75478279
Hampton Cemetery,McCracken,-99.47581804,38.59651513
Baptist Cemetery,Bison,-99.15246938,38.53723422
Amherst Cemetery,Luray,-98.76104472,39.05885628
Morning Star Cemetery,Gove,-100.335243,38.843326
Sunset Hill Cemetery,Herington,-96.95701136,38.67822591
Fairview Cemetery,Phillipsburg,-99.30968199,39.748308
West Hope Cemetery,Stockton,-99.21113399,39.502636
St. Mary's Cemetery,Gorham,-99.02107785,38.89178418
St. Thomas Cemetery,Stockton,-99.27748911,39.44481093
Greenlawn Cemetery,Columbus,-94.881821,37.045012
Saint John Cemetery,Zenda,-98.42004499,37.427977
Township Cemetery,Partridge,-98.07709899,37.854045
Pyramid View Cemetery,Scott City,-100.790505,38.757678
Monument Cemetery,Monument,-101.017096,39.118063
Mount Hope Cemetery,Osborne,-98.84546458,39.39379611
Shawnee Indian Cemetery,Shawnee,-94.71217799,39.021043
Saline Valley Cemetery,WaKeeney,-99.96162499,39.117672
Campbell Cemetery,Shawnee,-94.70869699,39.029565
Hammond Cemetery,Gaylord,-98.747297,39.589733
Johnson County Memorial Gardens,Overland Park,-94.66930799,38.92187
Ruby Cemetery,Clearwater,-97.51621599,37.56212
Old St Joseph Cemetery,Spearville,-99.64356799,37.91239599
Hanston Cemetery,Hanston,-99.71664884,38.15642283
Chapman Cemetery,Agra,-99.1789575,39.99285065
Pleasant Hill Cemetery,Phillipsburg,-99.27191332,39.85719928
Ford Cemetery,Ford,-99.74149999,37.632063
Union Cemetery,Nekoma,-99.42796603,38.45121425
St. Joseph Cemetery,Palco,-99.60474813,39.30485073
Chalk Mound Cemetery,Woodstown,-99.08543981,39.32044442
West Hope Cemetery,Jamestown,-97.98743299,39.589351
Liberal Cemetery,Liberal,-100.947822,37.056145
Delta Cemetery,Formoso,-98.05528199,39.796204
Oak Grove Cemetery,Kansas City,-94.61690099,39.133337
Mount Olivet Cemetery,Leavenworth,-95.059997,39.33888236
Uniontown Cemetery,Uniontown,-94.96534488,37.84921666
Halstead Cemetery,Halstead,-97.49908149,38.02594919
Bethany Cemetery,Murdock,-98.01811399,37.589182
Jamesburg Cemetery,Wichita,-97.44523299,37.716059
Sacred Heart Cemetery,Park,-100.35597,39.114729
Mount Calvary Catholic Cemetery,Olathe,-94.81536799,38.841297
Elmwood Cemetery,Beloit,-98.10171499,39.469451
Saint Thomas Cemetery,Easton,-95.11909199,39.259713
Saylor Cemetery,Kansas City,-94.738333,39.15756973
Clearwater Cemetery,Clearwater,-97.50523969,37.5118111
Pleasant Valley Cemetery,Alton,-99.008141,39.458344
IXL Cemetery,Naomi,-98.92209099,39.24893899
Mount Pleasant Cemetery,Norwich,-97.84342411,37.52472313
Lath Branch Cemetery,Fort Scott,-94.65357099,37.846707
Crocker Cemetery,Pittsburg,-94.67169599,37.337547
Stevenson Cemetery,Galena,-94.672818,37.075167
Borland Cemetery,Columbus,-94.977301,37.259958
Englevale Cemetery,Arma,-94.73208427,37.58589807
Edgmand Cemetery,Columbus,-94.88779099,37.208803
Hunt Cemetery,Burrton,-97.66552678,37.94128853
Lowell Cemetery,Baxter Springs,-94.700758,37.038762
Kansas Center Cemetery,Genesee,-98.24839399,38.508343
Old Saint Johns Cemetery,Viola,-97.57082999,37.582198
Pleasant View Cemetery,Formoso,-98.05332599,39.755519
Hillsdale Cemetery,Spivey,-98.01255999,37.370852
Mayfield Cemetery,Garland,-94.64791099,37.693284
Fairview Cemetery,Chetopa,-95.00459599,37.027603
Avondale Cemetery,Fort Scott,-94.81491599,37.953608
Farlington Cemetery,Farlington,-94.83327126,37.62553019
Old Bross Cemetery,Nashville,-98.39389099,37.474509
Waterloo Cemetery,Murdock,-97.93672199,37.682792
Henry Cemetery,Abilene,-97.18622399,39.082661
Branch Comb Cemetery,Leavenworth,-95.01065317,39.41747237
Oak Hill Cemetery,Lebanon,-98.619234,39.843346
Quaker Valley Cemetery,Riverton,-94.717824,37.082983
Mount Carmel Cemetery,Frontenac,-94.67861999,37.4555
Mayberry Cemetery,Fort Scott,-94.65857099,37.797264
McCune Cemetery,McCune,-95.03366699,37.355263
Center Cemetery,Partridge,-98.06182899,37.984899
Schooley Cemetery,Pretty Prairie,-98.08302199,37.733438
Sego Cemetery,Arlington,-98.16401799,37.79189
Sumner Memorial Gardens,Wellington,-97.37941999,37.268764
Ames Cemetery,Moline,-96.27323899,37.314385
