state,county,population
 Missouri,Dent County,"14,421"
 Missouri,Douglas County,"11,578"
 Missouri,Dunklin County,"28,283"
 Missouri,Franklin County,"104,682"
 Missouri,Gasconade County,"14,794"
 Missouri,Gentry County,"6,162"
 Missouri,Greene County,"298,915"
 Missouri,Grundy County,"9,808"
 Missouri,Harrison County,"8,157"
 Missouri,Henry County,"21,946"
 Missouri,Hickory County,"8,279"
 Missouri,Holt County,"4,223"
 Missouri,Howard County,"10,151"
 Missouri,Howell County,"39,750"
 Missouri,Iron County,"9,537"
 Missouri,Jackson County,"717,204"
 Missouri,Jasper County,"122,761"
 Missouri,Jefferson County,"226,739"
 Missouri,Johnson County,"54,013"
 Missouri,Knox County,"3,744"
 Missouri,Laclede County,"36,039"
 Missouri,Lafayette County,"32,984"
 Missouri,Lawrence County,"38,001"
 Missouri,Lewis County,"10,032"
 Missouri,Lincoln County,"59,574"
 Missouri,Linn County,"11,874"
 Missouri,Livingston County,"14,557"
 Missouri,McDonald County,"23,303"
 Missouri,Macon County,"15,209"
 Missouri,Madison County,"12,626"
 Missouri,Maries County,"8,432"
 Missouri,Marion County,"28,525"
 Missouri,Mercer County,"3,538"
 Missouri,Miller County,"24,722"
 Missouri,Mississippi County,"12,577"
 Missouri,Moniteau County,"15,473"
 Missouri,Monroe County,"8,666"
 Missouri,Montgomery County,"11,322"
 Missouri,Morgan County,"21,006"
 Missouri,New Madrid County,"16,434"
 Missouri,Newton County,"58,648"
 Missouri,Nodaway County,"21,241"
 Missouri,Oregon County,"8,635"
 Missouri,Osage County,"13,274"
 Missouri,Ozark County,"8,553"
 Missouri,Pemiscot County,"15,661"
 Missouri,Perry County,"18,956"
 Missouri,Pettis County,"42,980"
 Missouri,Phelps County,"44,638"
 Missouri,Pike County,"17,587"
 Missouri,Platte County,"106,718"
 Missouri,Polk County,"31,519"
 Missouri,Pulaski County,"53,955"
 Missouri,Putnam County,"4,681"
 Missouri,Ralls County,"10,355"
 Missouri,Randolph County,"24,716"
 Missouri,Ray County,"23,158"
 Missouri,Reynolds County,"6,096"
 Missouri,Ripley County,"10,679"
 Missouri,St. Charles County,"405,262"
 Missouri,St. Clair County,"9,284"
 Missouri,Ste. Genevieve County,"18,479"
 Missouri,St. Francois County,"66,922"
 Missouri,St. Louis County,"1,004,125"
 Missouri,Saline County,"23,333"
 Missouri,Schuyler County,"4,032"
 Missouri,Scotland County,"4,716"
 Missouri,Scott County,"38,059"
 Missouri,Shannon County,"7,031"
 Missouri,Shelby County,"6,103"
 Missouri,Stoddard County,"28,672"
 Missouri,Stone County,"31,076"
 Missouri,Sullivan County,"5,999"
 Missouri,Taney County,"56,066"
 Missouri,Texas County,"24,487"
 Missouri,Vernon County,"19,707"
 Missouri,Warren County,"35,532"
 Missouri,Washington County,"23,514"
 Missouri,Wayne County,"10,974"
 Missouri,Webster County,"39,085"
 Missouri,Worth County,"1,973"
 Missouri,Wright County,"18,188"
 Missouri,St. Louis city,"301,578"
 Montana,Beaverhead County,"9,371"
 Montana,Big Horn County,"13,124"
 Montana,Blaine County,"7,044"
 Montana,Broadwater County,"6,774"
 Montana,Carbon County,"10,473"
 Montana,Carter County,"1,415"
 Montana,Cascade County,"84,414"
 Montana,Chouteau County,"5,895"
 Montana,Custer County,"11,867"
 Montana,Daniels County,"1,661"
 Montana,Dawson County,"8,940"
 Montana,Deer Lodge County,"9,421"
 Montana,Fallon County,"3,049"
 Montana,Fergus County,"11,446"
 Montana,Flathead County,"104,357"
 Montana,Gallatin County,"118,960"
 Montana,Garfield County,"1,173"
 Montana,Glacier County,"13,778"
 Montana,Golden Valley County,823
 Montana,Granite County,"3,309"
 Montana,Hill County,"16,309"
 Montana,Jefferson County,"12,085"
 Montana,Judith Basin County,"2,023"
 Montana,Lake County,"31,134"
 Montana,Lewis and Clark County,"70,973"
 Montana,Liberty County,"1,959"
 Montana,Lincoln County,"19,677"
 Montana,McCone County,"1,729"
 Montana,Madison County,"8,623"
 Montana,Meagher County,"1,927"
 Montana,Mineral County,"4,535"
 Montana,Missoula County,"117,922"
 Montana,Musselshell County,"4,730"
 Montana,Park County,"17,191"
 Montana,Petroleum County,496
 Montana,Phillips County,"4,217"
 Montana,Pondera County,"5,898"
 Montana,Powder River County,"1,694"
 Montana,Powell County,"6,946"
 Montana,Prairie County,"1,088"
 Montana,Ravalli County,"44,174"
 Montana,Richland County,"11,491"
 Montana,Roosevelt County,"10,794"
 Montana,Rosebud County,"8,329"
 Montana,Sanders County,"12,400"
 Montana,Sheridan County,"3,539"
 Montana,Silver Bow County,"35,133"
 Montana,Stillwater County,"8,963"
 Montana,Sweet Grass County,"3,678"
 Montana,Teton County,"6,226"
 Montana,Toole County,"4,971"
 Montana,Treasure County,762
 Montana,Valley County,"7,578"
 Montana,Wheatland County,"2,069"
 Montana,Wibaux County,937
 Montana,Yellowstone County,"164,731"
 Nebraska,Adams County,"31,205"
 Nebraska,Antelope County,"6,295"
 Nebraska,Arthur County,434
 Nebraska,Banner County,674
 Nebraska,Blaine County,431
 Nebraska,Boone County,"5,379"
 Nebraska,Box Butte County,"10,842"
 Nebraska,Boyd County,"1,810"
 Nebraska,Brown County,"2,903"
 Nebraska,Buffalo County,"50,084"
 Nebraska,Burt County,"6,722"
 Nebraska,Butler County,"8,369"
 Nebraska,Cass County,"26,598"
 Nebraska,Cedar County,"8,380"
 Nebraska,Chase County,"3,893"
 Nebraska,Cherry County,"5,455"
 Nebraska,Cheyenne County,"9,468"
 Nebraska,Clay County,"6,104"
 Nebraska,Colfax County,"10,582"
 Nebraska,Cuming County,"9,013"
 Nebraska,Custer County,"10,545"
 Nebraska,Dakota County,"21,582"
 Nebraska,Dawes County,"8,199"
 Nebraska,Dawson County,"24,111"
 Nebraska,Deuel County,"1,838"
 Nebraska,Dixon County,"5,606"
 Nebraska,Dodge County,"37,167"
 Nebraska,Douglas County,"584,526"
 Nebraska,Dundy County,"1,654"
 Nebraska,Fillmore County,"5,551"
 Nebraska,Franklin County,"2,889"
 Nebraska,Frontier County,"2,519"
 Nebraska,Furnas County,"4,636"
 Nebraska,Gage County,"21,704"
 Nebraska,Garden County,"1,874"
 Nebraska,Garfield County,"1,813"
 Nebraska,Gosper County,"1,893"
 Nebraska,Grant County,611
 Nebraska,Greeley County,"2,188"
 Nebraska,Hall County,"62,895"
 Nebraska,Hamilton County,"9,429"
 Nebraska,Harlan County,"3,073"
 Nebraska,Hayes County,856
 Nebraska,Hitchcock County,"2,616"
 Nebraska,Holt County,"10,127"
 Nebraska,Hooker County,711
 Nebraska,Howard County,"6,475"
 Nebraska,Jefferson County,"7,240"
 Nebraska,Johnson County,"5,290"
 Nebraska,Kearney County,"6,688"
 Nebraska,Keith County,"8,335"
 Nebraska,Keya Paha County,769
 Nebraska,Kimball County,"3,434"
 Nebraska,Knox County,"8,391"
 Nebraska,Lancaster County,"322,608"
 Nebraska,Lincoln County,"34,676"
 Nebraska,Logan County,716
 Nebraska,Loup County,607
 Nebraska,McPherson County,399
 Nebraska,Madison County,"35,585"
 Nebraska,Merrick County,"7,668"
 Nebraska,Morrill County,"4,555"
 Nebraska,Nance County,"3,380"
 Nebraska,Nemaha County,"7,074"
 Nebraska,Nuckolls County,"4,095"
 Nebraska,Otoe County,"15,912"
 Nebraska,Pawnee County,"2,544"
 Nebraska,Perkins County,"2,858"
 Nebraska,Phelps County,"8,968"
 Nebraska,Pierce County,"7,317"
 Nebraska,Platte County,"34,296"
 Nebraska,Polk County,"5,214"
 Nebraska,Red Willow County,"10,702"
 Nebraska,Richardson County,"7,871"
 Nebraska,Rock County,"1,262"
 Nebraska,Saline County,"14,292"
 Nebraska,Sarpy County,"190,604"
 Nebraska,Saunders County,"22,278"
 Nebraska,Scotts Bluff County,"36,084"
 Nebraska,Seward County,"17,609"
 Nebraska,Sheridan County,"5,127"
 Nebraska,Sherman County,"2,959"
 Nebraska,Sioux County,"1,135"
 Nebraska,Stanton County,"5,842"
 Nebraska,Thayer County,"5,034"
 Nebraska,Thomas County,669
 Nebraska,Thurston County,"6,773"
 Nebraska,Valley County,"4,059"
 Nebraska,Washington County,"20,865"
 Nebraska,Wayne County,"9,697"
 Nebraska,Webster County,"3,395"
 Nebraska,Wheeler County,774
 Nebraska,York County,"14,125"
 Nevada,Churchill County,"25,516"
 Nevada,Clark County,"2,265,461"
 Nevada,Douglas County,"49,488"
 Nevada,Elko County,"53,702"
 Nevada,Esmeralda County,729
 Nevada,Eureka County,"1,855"
 Nevada,Humboldt County,"17,285"
 Nevada,Lander County,"5,734"
 Nevada,Lincoln County,"4,499"
 Nevada,Lyon County,"59,235"
 Nevada,Mineral County,"4,554"
 Nevada,Nye County,"51,591"
 Nevada,Pershing County,"6,650"
 Nevada,Storey County,"4,104"
 Nevada,Washoe County,"486,492"
 Nevada,White Pine County,"9,080"
 Nevada,Carson City,"58,639"
 New Hampshire,Belknap County,"63,705"
 New Hampshire,Carroll County,"50,107"
 New Hampshire,Cheshire County,"76,458"
 New Hampshire,Coos County,"31,268"
 New Hampshire,Grafton County,"91,118"
 New Hampshire,Hillsborough County,"422,937"
 New Hampshire,Merrimack County,"153,808"
 New Hampshire,Rockingham County,"314,176"
 New Hampshire,Strafford County,"130,889"
 New Hampshire,Sullivan County,"43,063"
 New Jersey,Atlantic County,"274,534"
 New Jersey,Bergen County,"955,732"
 New Jersey,Burlington County,"461,860"
 New Jersey,Camden County,"523,485"
 New Jersey,Cape May County,"95,263"
 New Jersey,Cumberland County,"154,152"
 New Jersey,Essex County,"863,728"
 New Jersey,Gloucester County,"302,294"
 New Jersey,Hudson County,"724,854"
 New Jersey,Hunterdon County,"128,947"
 New Jersey,Mercer County,"387,340"
 New Jersey,Middlesex County,"863,162"
 New Jersey,Monmouth County,"643,615"
 New Jersey,Morris County,"509,285"
 New Jersey,Ocean County,"637,229"
 New Jersey,Passaic County,"524,118"
 New Jersey,Salem County,"64,837"
 New Jersey,Somerset County,"345,361"
 New Jersey,Sussex County,"144,221"
 New Jersey,Union County,"575,345"
 New Jersey,Warren County,"109,632"
 New Mexico,Bernalillo County,"676,444"
 New Mexico,Catron County,"3,579"
 New Mexico,Chaves County,"65,157"
 New Mexico,Cibola County,"27,172"
 New Mexico,Colfax County,"12,387"
 New Mexico,Curry County,"48,430"
 New Mexico,De Baca County,"1,698"
 New Mexico,Doña Ana County,"219,561"
 New Mexico,Eddy County,"62,314"
 New Mexico,Grant County,"28,185"
 New Mexico,Guadalupe County,"4,452"
 New Mexico,Harding County,657
 New Mexico,Hidalgo County,"4,178"
 New Mexico,Lea County,"74,455"
 New Mexico,Lincoln County,"20,269"
 New Mexico,Los Alamos County,"19,419"
 New Mexico,Luna County,"25,427"
 New Mexico,McKinley County,"72,902"
 New Mexico,Mora County,"4,189"
 New Mexico,Otero County,"67,839"
 New Mexico,Quay County,"8,746"
 New Mexico,Rio Arriba County,"40,363"
 New Mexico,Roosevelt County,"19,191"
 New Mexico,Sandoval County,"148,834"
 New Mexico,San Juan County,"121,661"
 New Mexico,San Miguel County,"27,201"
 New Mexico,Santa Fe County,"154,823"
 New Mexico,Sierra County,"11,576"
 New Mexico,Socorro County,"16,595"
 New Mexico,Taos County,"34,489"
 New Mexico,Torrance County,"15,045"
 New Mexico,Union County,"4,079"
 New Mexico,Valencia County,"76,205"
 New York,Albany County,"314,848"
 New York,Allegany County,"46,456"
 New York,Bronx County,"1,472,654"
 New York,Broome County,"198,683"
 New York,Cattaraugus County,"77,042"
 New York,Cayuga County,"76,248"
 New York,Chautauqua County,"127,657"
 New York,Chemung County,"84,148"
 New York,Chenango County,"47,220"
 New York,Clinton County,"79,843"
 New York,Columbia County,"61,570"
 New York,Cortland County,"46,809"
 New York,Delaware County,"44,308"
 New York,Dutchess County,"295,911"
 New York,Erie County,"954,236"
 New York,Essex County,"37,381"
 New York,Franklin County,"47,555"
 New York,Fulton County,"53,324"
 New York,Genesee County,"58,388"
 New York,Greene County,"47,931"
 New York,Hamilton County,"5,107"
 New York,Herkimer County,"60,139"
 New York,Jefferson County,"116,721"
 New York,Kings County,"2,736,074"
 New York,Lewis County,"26,582"
 New York,Livingston County,"61,834"
 New York,Madison County,"68,016"
 New York,Monroe County,"759,443"
 New York,Montgomery County,"49,532"
 New York,Nassau County,"1,395,774"
 New York,New York County,"1,694,251"
 New York,Niagara County,"212,666"
 New York,Oneida County,"232,125"
 New York,Onondaga County,"476,516"
 New York,Ontario County,"112,458"
 New York,Orange County,"401,310"
 New York,Orleans County,"40,343"
 New York,Oswego County,"117,525"
 New York,Otsego County,"58,524"
 New York,Putnam County,"97,668"
 New York,Queens County,"2,405,464"
 New York,Rensselaer County,"161,130"
 New York,Richmond County,"495,747"
 New York,Rockland County,"338,329"
 New York,St. Lawrence County,"108,505"
 New York,Saratoga County,"235,509"
 New York,Schenectady County,"158,061"
 New York,Schoharie County,"29,714"
 New York,Schuyler County,"17,898"
 New York,Seneca County,"33,814"
 New York,Steuben County,"93,584"
 New York,Suffolk County,"1,525,920"
 New York,Sullivan County,"78,624"
 New York,Tioga County,"48,455"
 New York,Tompkins County,"105,740"
 New York,Ulster County,"181,851"
 New York,Warren County,"65,737"
 New York,Washington County,"61,302"
 New York,Wayne County,"91,283"
 New York,Westchester County,"1,004,457"
 New York,Wyoming County,"40,531"
 New York,Yates County,"24,774"
 North Carolina,Alamance County,"171,415"
 North Carolina,Alexander County,"36,444"
 North Carolina,Alleghany County,"10,888"
 North Carolina,Anson County,"22,055"
 North Carolina,Ashe County,"26,577"
 North Carolina,Avery County,"17,806"
 North Carolina,Beaufort County,"44,652"
 North Carolina,Bertie County,"17,934"
 North Carolina,Bladen County,"29,606"
 North Carolina,Brunswick County,"136,693"
 North Carolina,Buncombe County,"269,452"
 North Carolina,Burke County,"87,570"
 North Carolina,Cabarrus County,"225,804"
 North Carolina,Caldwell County,"80,652"
 North Carolina,Camden County,"10,355"
 North Carolina,Carteret County,"67,686"
 North Carolina,Caswell County,"22,736"
 North Carolina,Catawba County,"160,610"
 North Carolina,Chatham County,"76,285"
 North Carolina,Cherokee County,"28,774"
 North Carolina,Chowan County,"13,708"
 North Carolina,Clay County,"11,089"
 North Carolina,Cleveland County,"99,519"
 North Carolina,Columbus County,"50,623"
 North Carolina,Craven County,"100,720"
 North Carolina,Cumberland County,"334,728"
 North Carolina,Currituck County,"28,100"
 North Carolina,Dare County,"36,915"
 North Carolina,Davidson County,"168,930"
 North Carolina,Davie County,"42,712"
 North Carolina,Duplin County,"48,715"
 North Carolina,Durham County,"324,833"
 North Carolina,Edgecombe County,"48,900"
 North Carolina,Forsyth County,"382,590"
 North Carolina,Franklin County,"68,573"
 North Carolina,Gaston County,"227,943"
 North Carolina,Gates County,"10,478"
 North Carolina,Graham County,"8,030"
 North Carolina,Granville County,"60,992"
 North Carolina,Greene County,"20,451"
 North Carolina,Guilford County,"541,299"
 North Carolina,Halifax County,"48,622"
 North Carolina,Harnett County,"133,568"
 North Carolina,Haywood County,"62,089"
 North Carolina,Henderson County,"116,281"
 North Carolina,Hertford County,"21,552"
 North Carolina,Hoke County,"52,082"
 North Carolina,Hyde County,"4,589"
 North Carolina,Iredell County,"186,693"
 North Carolina,Jackson County,"43,109"
 North Carolina,Johnston County,"215,999"
 North Carolina,Jones County,"9,172"
 North Carolina,Lee County,"63,285"
 North Carolina,Lenoir County,"55,122"
 North Carolina,Lincoln County,"86,810"
 North Carolina,McDowell County,"44,578"
 North Carolina,Macon County,"37,014"
 North Carolina,Madison County,"21,193"
 North Carolina,Martin County,"22,031"
 North Carolina,Mecklenburg County,"1,115,482"
 North Carolina,Mitchell County,"14,903"
 North Carolina,Montgomery County,"25,751"
 North Carolina,Moore County,"99,727"
 North Carolina,Nash County,"94,970"
 North Carolina,New Hanover County,"225,702"
 North Carolina,Northampton County,"17,471"
 North Carolina,Onslow County,"204,576"
 North Carolina,Orange County,"148,696"
 North Carolina,Pamlico County,"12,276"
 North Carolina,Pasquotank County,"40,568"
 North Carolina,Pender County,"60,203"
 North Carolina,Perquimans County,"13,005"
 North Carolina,Person County,"39,097"
 North Carolina,Pitt County,"170,243"
 North Carolina,Polk County,"19,328"
 North Carolina,Randolph County,"144,171"
 North Carolina,Richmond County,"42,946"
 North Carolina,Robeson County,"116,530"
 North Carolina,Rockingham County,"91,096"
 North Carolina,Rowan County,"146,875"
 North Carolina,Rutherford County,"64,444"
 North Carolina,Sampson County,"59,036"
 North Carolina,Scotland County,"34,174"
 North Carolina,Stanly County,"62,504"
 North Carolina,Stokes County,"44,520"
 North Carolina,Surry County,"71,359"
 North Carolina,Swain County,"14,117"
 North Carolina,Transylvania County,"32,986"
 North Carolina,Tyrrell County,"3,245"
 North Carolina,Union County,"238,267"
 North Carolina,Vance County,"42,578"
 North Carolina,Wake County,"1,129,410"
 North Carolina,Warren County,"18,642"
 North Carolina,Washington County,"11,003"
 North Carolina,Watauga County,"54,086"
 North Carolina,Wayne County,"117,333"
 North Carolina,Wilkes County,"65,969"
 North Carolina,Wilson County,"78,784"
 North Carolina,Yadkin County,"37,214"
 North Carolina,Yancey County,"18,470"
 North Dakota,Adams County,"2,200"
 North Dakota,Barnes County,"10,853"
 North Dakota,Benson County,"5,964"
 North Dakota,Billings County,945
 North Dakota,Bottineau County,"6,379"
 North Dakota,Bowman County,"2,993"
 North Dakota,Burke County,"2,201"
 North Dakota,Burleigh County,"98,458"
 North Dakota,Cass County,"184,525"
 North Dakota,Cavalier County,"3,704"
 North Dakota,Dickey County,"4,999"
 North Dakota,Divide County,"2,195"
 North Dakota,Dunn County,"4,095"
 North Dakota,Eddy County,"2,347"
 North Dakota,Emmons County,"3,301"
 North Dakota,Foster County,"3,397"
 North Dakota,Golden Valley County,"1,736"
 North Dakota,Grand Forks County,"73,170"
 North Dakota,Grant County,"2,301"
 North Dakota,Griggs County,"2,306"
 North Dakota,Hettinger County,"2,489"
 North Dakota,Kidder County,"2,394"
 North Dakota,LaMoure County,"4,093"
 North Dakota,Logan County,"1,876"
 North Dakota,McHenry County,"5,345"
 North Dakota,McIntosh County,"2,530"
 North Dakota,McKenzie County,"14,704"
 North Dakota,McLean County,"9,771"
 North Dakota,Mercer County,"8,350"
 North Dakota,Morton County,"33,291"
 North Dakota,Mountrail County,"9,809"
 North Dakota,Nelson County,"3,015"
 North Dakota,Oliver County,"1,877"
 North Dakota,Pembina County,"6,844"
 North Dakota,Pierce County,"3,990"
 North Dakota,Ramsey County,"11,605"
 North Dakota,Ransom County,"5,703"
 North Dakota,Renville County,"2,282"
 North Dakota,Richland County,"16,529"
 North Dakota,Rolette County,"12,187"
 North Dakota,Sargent County,"3,862"
 North Dakota,Sheridan County,"1,265"
 North Dakota,Sioux County,"3,898"
 North Dakota,Slope County,706
 North Dakota,Stark County,"33,646"
 North Dakota,Steele County,"1,798"
 North Dakota,Stutsman County,"21,593"
 North Dakota,Towner County,"2,162"
 North Dakota,Traill County,"7,997"
 North Dakota,Walsh County,"10,563"
 North Dakota,Ward County,"69,919"
 North Dakota,Wells County,"3,982"
 North Dakota,Williams County,"40,950"
 Ohio,Adams County,"27,477"
 Ohio,Allen County,"102,206"
 Ohio,Ashland County,"52,447"
 Ohio,Ashtabula County,"97,574"
 Ohio,Athens County,"62,431"
 Ohio,Auglaize County,"46,422"
 Ohio,Belmont County,"66,497"
 Ohio,Brown County,"43,676"
 Ohio,Butler County,"390,357"
 Ohio,Carroll County,"26,721"
 Ohio,Champaign County,"38,714"
 Ohio,Clark County,"136,001"
 Ohio,Clermont County,"208,601"
 Ohio,Clinton County,"42,018"
 Ohio,Columbiana County,"101,877"
 Ohio,Coshocton County,"36,612"
 Ohio,Crawford County,"42,025"
 Ohio,Cuyahoga County,"1,264,817"
 Ohio,Darke County,"51,881"
 Ohio,Defiance County,"38,286"
 Ohio,Delaware County,"214,124"
 Ohio,Erie County,"75,622"
 Ohio,Fairfield County,"158,921"
 Ohio,Fayette County,"28,951"
 Ohio,Franklin County,"1,323,807"
 Ohio,Fulton County,"42,713"
 Ohio,Gallia County,"29,220"
 Ohio,Geauga County,"95,397"
 Ohio,Greene County,"167,966"
 Ohio,Guernsey County,"38,438"
 Ohio,Hamilton County,"830,639"
 Ohio,Hancock County,"74,920"
 Ohio,Hardin County,"30,696"
 Ohio,Harrison County,"14,483"
 Ohio,Henry County,"27,662"
 Ohio,Highland County,"43,317"
 Ohio,Hocking County,"28,050"
 Ohio,Holmes County,"44,223"
 Ohio,Huron County,"58,565"
 Ohio,Jackson County,"32,653"
 Ohio,Jefferson County,"65,249"
 Ohio,Knox County,"62,721"
 Ohio,Lake County,"232,603"
 Ohio,Lawrence County,"58,240"
 Ohio,Licking County,"178,519"
 Ohio,Logan County,"46,150"
 Ohio,Lorain County,"312,964"
 Ohio,Lucas County,"431,279"
 Ohio,Madison County,"43,824"
 Ohio,Mahoning County,"228,614"
 Ohio,Marion County,"65,359"
 Ohio,Medina County,"182,470"
 Ohio,Meigs County,"22,210"
 Ohio,Mercer County,"42,528"
 Ohio,Miami County,"108,774"
 Ohio,Monroe County,"13,385"
 Ohio,Montgomery County,"537,309"
 Ohio,Morgan County,"13,802"
 Ohio,Morrow County,"34,950"
 Ohio,Muskingum County,"86,410"
 Ohio,Noble County,"14,115"
 Ohio,Ottawa County,"40,364"
 Ohio,Paulding County,"18,806"
 Ohio,Perry County,"35,408"
 Ohio,Pickaway County,"58,539"
 Ohio,Pike County,"27,088"
 Ohio,Portage County,"161,791"
 Ohio,Preble County,"40,999"
 Ohio,Putnam County,"34,451"
 Ohio,Richland County,"124,936"
 Ohio,Ross County,"77,093"
 Ohio,Sandusky County,"58,896"
 Ohio,Scioto County,"74,008"
 Ohio,Seneca County,"55,069"
 Ohio,Shelby County,"48,230"
 Ohio,Stark County,"374,853"
 Ohio,Summit County,"540,428"
 Ohio,Trumbull County,"201,977"
 Ohio,Tuscarawas County,"93,263"
 Ohio,Union County,"62,784"
 Ohio,Van Wert County,"28,931"
 Ohio,Vinton County,"12,800"
 Ohio,Warren County,"242,337"
 Ohio,Washington County,"59,771"
 Ohio,Wayne County,"116,894"
 Ohio,Williams County,"37,102"
 Ohio,Wood County,"132,248"
 Ohio,Wyandot County,"21,900"
 Oklahoma,Adair County,"19,495"
 Oklahoma,Alfalfa County,"5,699"
 Oklahoma,Atoka County,"14,143"
 Oklahoma,Beaver County,"5,049"
 Oklahoma,Beckham County,"22,410"
 Oklahoma,Blaine County,"8,735"
 Oklahoma,Bryan County,"46,067"
 Oklahoma,Caddo County,"26,945"
 Oklahoma,Canadian County,"154,405"
 Oklahoma,Carter County,"48,003"
 Oklahoma,Cherokee County,"47,078"
 Oklahoma,Choctaw County,"14,204"
 Oklahoma,Cimarron County,"2,296"
 Oklahoma,Cleveland County,"295,528"
 Oklahoma,Coal County,"5,266"
 Oklahoma,Comanche County,"121,125"
 Oklahoma,Cotton County,"5,527"
 Oklahoma,Craig County,"14,107"
 Oklahoma,Creek County,"71,754"
 Oklahoma,Custer County,"28,513"
 Oklahoma,Delaware County,"40,397"
 Oklahoma,Dewey County,"4,484"
 Oklahoma,Ellis County,"3,749"
 Oklahoma,Garfield County,"62,846"
 Oklahoma,Garvin County,"25,656"
 Oklahoma,Grady County,"54,795"
 Oklahoma,Grant County,"4,169"
 Oklahoma,Greer County,"5,491"
 Oklahoma,Harmon County,"2,488"
 Oklahoma,Harper County,"3,272"
 Oklahoma,Haskell County,"11,561"
 Oklahoma,Hughes County,"13,367"
 Oklahoma,Jackson County,"24,785"
 Oklahoma,Jefferson County,"5,337"
 Oklahoma,Johnston County,"10,272"
 Oklahoma,Kay County,"43,700"
 Oklahoma,Kingfisher County,"15,184"
 Oklahoma,Kiowa County,"8,509"
 Oklahoma,Latimer County,"9,444"
 Oklahoma,Le Flore County,"48,129"
 Oklahoma,Lincoln County,"33,458"
 Oklahoma,Logan County,"49,555"
 Oklahoma,Love County,"10,146"
 Oklahoma,McClain County,"41,662"
 Oklahoma,McCurtain County,"30,814"
 Oklahoma,McIntosh County,"18,941"
 Oklahoma,Major County,"7,782"
 Oklahoma,Marshall County,"15,312"
 Oklahoma,Mayes County,"39,046"
 Oklahoma,Murray County,"13,904"
 Oklahoma,Muskogee County,"66,339"
 Oklahoma,Noble County,"10,924"
 Oklahoma,Nowata County,"9,320"
 Oklahoma,Okfuskee County,"11,310"
 Oklahoma,Oklahoma County,"796,292"
 Oklahoma,Okmulgee County,"36,706"
 Oklahoma,Osage County,"45,818"
 Oklahoma,Ottawa County,"30,285"
 Oklahoma,Pawnee County,"15,553"
 Oklahoma,Payne County,"81,646"
 Oklahoma,Pittsburg County,"43,773"
 Oklahoma,Pontotoc County,"38,065"
 Oklahoma,Pottawatomie County,"72,454"
 Oklahoma,Pushmataha County,"10,812"
 Oklahoma,Roger Mills County,"3,442"
 Oklahoma,Rogers County,"95,240"
 Oklahoma,Seminole County,"23,556"
 Oklahoma,Sequoyah County,"39,281"
 Oklahoma,Stephens County,"42,848"
 Oklahoma,Texas County,"21,384"
 Oklahoma,Tillman County,"6,968"
 Oklahoma,Tulsa County,"669,279"
 Oklahoma,Wagoner County,"80,981"
 Oklahoma,Washington County,"52,455"
 Oklahoma,Washita County,"10,924"
 Oklahoma,Woods County,"8,624"
 Oklahoma,Woodward County,"20,470"
 Oregon,Baker County,"16,668"
 Oregon,Benton County,"95,184"
 Oregon,Clackamas County,"421,401"
 Oregon,Clatsop County,"41,072"
 Oregon,Columbia County,"52,589"
 Oregon,Coos County,"64,929"
 Oregon,Crook County,"24,738"
 Oregon,Curry County,"23,446"
 Oregon,Deschutes County,"198,253"
 Oregon,Douglas County,"111,201"
 Oregon,Gilliam County,"1,995"
 Oregon,Grant County,"7,233"
 Oregon,Harney County,"7,495"
 Oregon,Hood River County,"23,977"
 Oregon,Jackson County,"223,259"
 Oregon,Jefferson County,"24,502"
 Oregon,Josephine County,"88,090"
 Oregon,Klamath County,"69,413"
 Oregon,Lake County,"8,160"
 Oregon,Lane County,"382,971"
 Oregon,Lincoln County,"50,395"
 Oregon,Linn County,"128,610"
 Oregon,Malheur County,"31,571"
 Oregon,Marion County,"345,920"
 Oregon,Morrow County,"12,186"
 Oregon,Multnomah County,"815,428"
 Oregon,Polk County,"87,433"
 Oregon,Sherman County,"1,870"
 Oregon,Tillamook County,"27,390"
 Oregon,Umatilla County,"80,075"
 Oregon,Union County,"26,196"
 Oregon,Wallowa County,"7,391"
 Oregon,Wasco County,"26,670"
 Oregon,Washington County,"600,372"
 Oregon,Wheeler County,"1,451"
 Oregon,Yamhill County,"107,722"
 Pennsylvania,Adams County,"103,852"
 Pennsylvania,Allegheny County,"1,250,578"
 Pennsylvania,Armstrong County,"65,558"
 Pennsylvania,Beaver County,"168,215"
 Pennsylvania,Bedford County,"47,577"
 Pennsylvania,Berks County,"428,849"
 Pennsylvania,Blair County,"122,822"
 Pennsylvania,Bradford County,"59,967"
 Pennsylvania,Bucks County,"646,538"
 Pennsylvania,Butler County,"193,763"
 Pennsylvania,Cambria County,"133,472"
 Pennsylvania,Cameron County,"4,547"
 Pennsylvania,Carbon County,"64,749"
 Pennsylvania,Centre County,"158,172"
 Pennsylvania,Chester County,"534,413"
 Pennsylvania,Clarion County,"37,241"
 Pennsylvania,Clearfield County,"80,562"
 Pennsylvania,Clinton County,"37,450"
 Pennsylvania,Columbia County,"64,727"
 Pennsylvania,Crawford County,"83,938"
 Pennsylvania,Cumberland County,"259,469"
 Pennsylvania,Dauphin County,"286,401"
 Pennsylvania,Delaware County,"576,830"
 Pennsylvania,Elk County,"30,990"
 Pennsylvania,Erie County,"270,876"
 Pennsylvania,Fayette County,"128,804"
 Pennsylvania,Forest County,"6,973"
 Pennsylvania,Franklin County,"155,932"
